道路名称,年份,路龄,车行道小修金�?车行道零星金�?车行道中修金�?掘路修复金额,前一年pci,车道面积,道路属性_主干�?道路属性_次干�?道路属性_快速路,道路属性_支路,pred,,,,,,����pci,
59,2017,8,0,2.0961,0,0,81.2,33086,1,0,0,0,84.66342074,83.28,-1.383420736
60,2017,8,23.2927,0.3249,96.177844,0,97.43,87205.5,1,0,0,0,89.35579267,93.4,4.044207332
61,2017,8,0,1.06766,0,6.84,93.62,44920.5,1,0,0,0,88.31468702,87.1,-1.214687021
62,2017,8,0,0,0,0,83.45,10658,1,0,0,0,85.32773674,85.39,0.062263262
63,2017,8,0,0.6927,0,4.11,80.03,50653.8,1,0,0,0,84.61885502,87.77,3.151144979
64,2017,8,20.247774,2.25862,0,2.7,82.18,164380,1,0,0,0,85.66849167,83.08,-2.58849167
65,2017,8,22.91446,2.9772,36.483701,2.1372,81.86,40080,1,0,0,0,84.5016601,88.7,4.198339896
66,2017,8,0,1.5802,0,0,85.01,84760,0,1,0,0,85.77942952,87.13,1.350570476
67,2017,9,11.88544,0.2638,0,0,82.32,80694.4,1,0,0,0,85.21338798,86.08,0.866612024
68,2017,9,11.88544,0.2638,0,0,82.32,80694.4,1,0,0,0,85.21338798,86.08,0.866612024
69,2017,9,79.861254,11.937325,187.181164,0.411,85.52,377708.22,1,0,0,0,86.23218215,82.67,-3.562182155
70,2017,9,95.738436,7.060482,176.392231,1.37,85.73,389206.5,1,0,0,0,86.54015406,87.1,0.559845943
71,2017,9,0,0.0169,20.408301,0,84.53,8744.5,0,1,0,0,84.96575506,83.29,-1.675755061
72,2017,9,22.892858,5.524824,0,0,84.51,242814.25,1,0,0,0,86.35538037,84.04,-2.315380369
73,2017,9,22.892858,5.524824,0,0,84.51,242814.25,1,0,0,0,86.35538037,84.04,-2.315380369
74,2017,9,3.362488,0.884301,0,0,93.73,72843.282,1,0,0,0,88.36418624,88.4,0.035813763
75,2017,9,9.3006,0.54224,108.602098,1.9591,85.58,83082.81,1,0,0,0,86.124904,93.77,7.645096002
76,2017,9,9.3006,0.54224,108.602098,1.9591,85.58,83082.81,1,0,0,0,86.124904,93.77,7.645096002
77,2017,9,31.45198,0.847376,0,0,86.72,141018.2,1,0,0,0,86.52301244,87.83,1.30698756
78,2017,9,31.380326,3.208044,96.8814709,0,85.56,169285.72,1,0,0,0,86.192127,87.92,1.727873001
79,2017,9,28.182,1.6289,0,0,83.65,64400,1,0,0,0,85.08464424,83.82,-1.264644237
80,2017,9,0,0,0,0,83.67,115053.14,1,0,0,0,86.05253603,88.43,2.377463975
81,2017,9,6.719825,4.691374,149.4383,0,90.81,271131.73,1,0,0,0,88.51640827,86.69,-1.826408268
82,2017,9,0.95104,0.682163,0,0,92.5,29103,1,0,0,0,87.75568622,86.71,-1.045686224
83,2017,9,4.901634,3.3338,0,0,84.79,144684.05,1,0,0,0,86.17118885,76.17,-10.00118885
84,2017,9,16.5532,0.4515,0,0,84.89,23324,1,0,0,0,85.37486001,88.51,3.135139989
85,2017,9,0,0,0,0,81.86,36406.4,1,0,0,0,84.92100275,88.7,3.778997246
86,2017,9,0.5796,3.749486,190.0735,0.2784,80.46,57151.5,1,0,0,0,84.30258847,81.82,-2.482588468
87,2017,9,0,1.3103,0,0,85.24,66248,1,0,0,0,85.96477045,86.29,0.325229548
88,2017,9,0,0,0,0,82.82,130225.25,1,0,0,0,85.93729908,75.95,-9.987299083
89,2017,10,57.0385,0.2068,0,0,82.61,32927.1,1,0,0,0,84.17153098,84.8,0.628469017
90,2017,10,0,0.7723,63.796605,0,84.34,34010,1,0,0,0,85.34178838,70.34,-15.00178838
91,2017,10,0,1.0803,147.431733,141.18,83.69,61987,1,0,0,0,85.00868374,92.36,7.351316261
92,2017,10,12.604845,0.1015,458.239,21.291,89.56,28800,1,0,0,0,86.57090945,84.48,-2.09090945
93,2017,10,0,0.9833,0,0,84.5,54746,1,0,0,0,85.53440393,77.51,-8.024403926
94,2017,10,26.8255,0.6414,162.0661,3.9871,84.91,65126.4,1,0,0,0,85.37206113,83.17,-2.202061126
95,2017,10,20.94202,3.61998,0,49.32,81.45,36000,1,0,0,0,83.88142468,69.58,-14.30142468
96,2017,10,0,0.0114,0,8.4466,94.82,26725.2,1,0,0,0,88.29074847,85.24,-3.050748467
97,2017,10,0,1.401,72.78682,0,79.14,20521.9,1,0,0,0,83.71256856,84.65,0.93743144
98,2017,10,0,0.4832,592.0952,0,81.9,45043,1,0,0,0,84.76370044,99.48,14.71629956
99,2017,10,21.755424,1.964911,0,0,82.41,38376,1,0,0,0,84.42901349,80.56,-3.869013486
100,2017,10,0.44625,0.231045,0,0,93.84,24810.3,1,0,0,0,87.99100404,86.08,-1.911004044
101,2017,10,42.930387,2.729496,9.270625,0,90.57,52687,1,0,0,0,86.37628866,80.94,-5.436288663
102,2017,10,2.291175,0.004853,0,7.9737,94.22,21721.4,1,0,0,0,88.0466633,82.88,-5.166663295
103,2017,10,20.963092,0.90519,88.328065,0,93.22,46127.5,1,0,0,0,87.56428726,84.18,-3.384287264
104,2017,10,56.4764,0.2827,0,0,81.71,31120,1,0,0,0,83.91969103,84.14,0.220308967
105,2017,10,0,0.2701,55.671227,0,82.36,20252,1,0,0,0,84.72783988,86.68,1.952160125
106,2017,10,0,0.157,0,0,89.02,20676.6,1,0,0,0,86.61635837,84.87,-1.746358368
107,2017,10,0,2.2725,0,0,83.17,52912,1,0,0,0,85.01517218,87.15,2.134827824
108,2017,10,23.160672,1.4712,65.9756,3.3017,81.13,90620,1,0,0,0,84.52615595,89.92,5.393844054
109,2017,10,75.333979,0,39.203617,0,80.36,27633.8,0,1,0,0,82.63509482,81.09,-1.545094821
110,2017,10,13.472901,0.0714,0,0,93.6,14820,1,0,0,0,87.64742286,89.28,1.63257714
111,2017,10,0,0.0802,0,0,94.61,79548.97,1,0,0,0,88.6401787,89.33,0.689821301
112,2017,10,0,0.5296,0,0,83.47,31549,1,0,0,0,85.10626407,83.85,-1.256264069
113,2017,10,1.102055,0.028063,0,0,88.05,34094.63,1,0,0,0,86.4469375,89.89,3.443062501
114,2017,11,0,0.2849,0,0,94.9,12530,1,0,0,0,88.03404965,83.14,-4.894049653
115,2017,11,17.04,0.6731,53.78878,3.7102,84.38,37538.5,1,0,0,0,84.9829116,86.66,1.677088395
116,2017,11,0,1.7049,0,0,84.37,43232,1,0,0,0,85.1648665,76.44,-8.724866503
117,2017,11,0,0.0063,0,0,92.23,4060,1,0,0,0,87.24354996,83.46,-3.783549958
118,2017,11,0,2.2282,0,43.6831,80.11,147671.2,1,0,0,0,84.68073402,78.68,-6.000734017
119,2017,11,0,0.3081,0,0,90.88,31856.2,1,0,0,0,87.04691149,82.87,-4.176911486
120,2017,11,28.009764,0.7191,28.3607,0,88.89,52439,1,0,0,0,86.18480263,87.57,1.385197372
121,2017,11,0,0.2574,0,0,83.25,27074.2,1,0,0,0,84.87157071,86.6,1.728429289
122,2017,11,0,0.095,0,0,92.37,41661.1,1,0,0,0,87.56524262,89.5,1.934757383
123,2017,11,34.3229,1.669,0,20.5608,84.28,63748,1,0,0,0,84.7992301,79.57,-5.229230105
124,2017,11,0,4.699,0,19.649,73.53,59296,1,0,0,0,81.9709057,86.15,4.179094298
125,2017,11,15.2873,0.5887,0,1.5344,81.61,30857,1,0,0,0,84.20613764,82.26,-1.946137643
126,2017,11,0,1.4369,0,3.584,70.43,16577,0,1,0,0,80.13437432,82.54,2.405625677
127,2017,11,0,0.75538,0,0,87.65,92646.2,1,0,0,0,86.57042182,86.22,-0.350421822
128,2017,11,14.07915,0.2097,69.8656,4.8909,84.81,44090,1,0,0,0,85.23913274,85.21,-0.029132743
129,2017,11,24.0605,0.7828,88.6349,9.8356,86.95,50940,1,0,0,0,85.66853148,85.61,-0.058531476
130,2017,11,0,0.1363,0,0,81.77,33134.2,1,0,0,0,84.52074477,80.85,-3.670744768
131,2017,11,0,0,0,0,87.61,19596,1,0,0,0,86.06265679,79.11,-6.952656794
132,2017,11,0,0.6393,214.5445,0,82.13,33910,1,0,0,0,84.56755954,90.46,5.892440457
133,2017,11,35.717574,3.721861,0,0.58,81.48,116272,0,1,0,0,83.69562598,89.32,5.624374025
134,2017,11,0,1.09395,0,0,82.9,36132,0,1,0,0,84.22827745,78.47,-5.758277446
135,2017,11,5.046309,0.0211,0,0,94.95,27311.25,1,0,0,0,88.10438501,88.36,0.255614986
136,2017,11,0,0.763,85.91953,0,84.85,65842.6,1,0,0,0,85.57784014,82.7,-2.877840135
137,2017,11,86.4316494,2.9709,75.0221,0,76.45,112338,1,0,0,0,82.52516954,73.05,-9.475169542
138,2017,11,0,2.948582,49.2688,0,78.72,70854.5,1,0,0,0,83.70091027,83.93,0.22908973
139,2017,11,49.141016,4.07303,0,1.3,79.71,334809,1,0,0,0,85.29225434,81.16,-4.132254338
140,2017,11,0,1.954493,0,1.6298,82.72,131269.75,1,0,0,0,85.38747614,91.29,5.902523859
141,2017,12,2.880388,0.177873,0,0,92.9,21450,0,0,1,0,89.37143159,88.3,-1.071431594
142,2017,12,6.96831,3.2995,0,0,80.7,55594,1,0,0,0,83.83881445,77.5,-6.338814449
143,2017,13,0,0.7426,96.9147,0,86.93,83490,1,0,0,0,85.98365111,80.98,-5.003651109
144,2017,13,0,11.7506,76.251,12.8845,89.3,142458.1,1,0,0,0,85.9515423,75.13,-10.8215423
145,2017,14,60.7194,0.4959,0,0,78.2,27851,1,0,0,0,82.32435887,72.31,-10.01435887
146,2017,14,52.882481,3.4344,393.6626,0,84.05,402177.1,1,0,0,0,86.42120766,86.33,-0.091207659
147,2017,14,30.4895544,1.2787,26.1516,0,79.68,57311,1,0,0,0,83.1993003,82.31,-0.889300301
148,2017,14,65.893768,3.6069,25.7715,0,79.95,67534.6,1,0,0,0,82.77136943,76.51,-6.261369427
149,2017,14,0,0,0,0,92.92,28968,0,1,0,0,86.9457859,84.59,-2.355785902
150,2017,14,0,0.7195,0,4.1457,83.02,37084,0,1,0,0,83.82294415,75.86,-7.962944149
151,2017,16,0,0.447531,0,0,70.97,34747.5,1,0,0,0,80.74676292,95.24,14.49323708
152,2017,16,0,0.1583,0,0,69.97,30635.4,1,0,0,0,80.46432183,86.95,6.485678173
153,2017,16,0,0.3946,0,0,73.97,51657.9,1,0,0,0,81.7249969,84.49,2.765003099
154,2017,16,0,0.0962,0,0,69.9,34658.8,1,0,0,0,80.48763094,88.81,8.322369058
155,2017,16,0,0.1829,0,0,86.98,90329,1,0,0,0,85.67070839,92.04,6.369291613
156,2017,16,3.808535,2.78309,0,0.822,94.15,275236.5,1,0,0,0,88.66364953,83.75,-4.913649528
157,2017,16,3.890735,1.929595,0,0,95.37,283615.3,1,0,0,0,89.13377017,77.04,-12.09377017
158,2017,16,0,0.188423,0,0,75.86,20770,1,0,0,0,81.9945681,90,8.005431901
159,2017,16,0,0,0,0,68.89,9399.2,1,0,0,0,79.99084998,96.82,16.82915002
160,2017,16,2.60916,0.183781,0,0,79.51,22678.5,1,0,0,0,82.99618334,98.7,15.70381666
161,2017,16,6.55414,0.414193,0,0,76.98,24552,1,0,0,0,82.24518649,91.14,8.894813509
162,2017,16,0,0.422,0,0,74.73,48624,0,1,0,0,81.11516337,88.72,7.604836626
163,2017,16,0,2.2872,0,0,83.4,32544,0,1,0,0,83.41162248,73.08,-10.33162248
164,2017,16,0,0.1182,0,0,71.78,44698.8,0,1,0,0,80.20911077,87.24,7.030889225
165,2017,16,35.10999,0.9653,0,0,92.88,65744.4,1,0,0,0,86.51486209,82.45,-4.064862087
166,2017,16,72.2853,1.1478,0,1.9728,84.17,56983.2,1,0,0,0,83.65840951,79.97,-3.688409511
167,2017,16,13.472901,0.06963,0,0,94.25,22820.6,1,0,0,0,86.97602879,86.97,-0.006028788
168,2017,16,0,0.2363,0,4.2526,78.78,23245,1,0,0,0,82.81253667,68.85,-13.96253667
169,2017,16,0,0.4684,0,0,83.9,12969,1,0,0,0,84.14201954,68.07,-16.07201954
170,2017,16,3.362488,0.884301,0,0,91.95,9037,1,0,0,0,86.28519428,91.1,4.814805717
171,2017,16,0,0.0584,0,0,80.01,37593.4,1,0,0,0,83.30710589,88.92,5.612894108
172,2017,16,102.512335,0.6247,0,0,85.58,42478.2,1,0,0,0,83.64016078,91.8,8.15983922
173,2017,16,102.512335,0.6247,0,0,85.58,42478.2,1,0,0,0,83.64016078,91.8,8.15983922
174,2017,16,49.8874431,2.0551,62.6707,0,88.05,32967.2,1,0,0,0,84.6558625,87.57,2.914137498
175,2017,16,26.3689,0.4431,18.0795,0,87.31,58399.2,1,0,0,0,85.11947729,87.74,2.620522705
176,2017,16,0,2.129,0,0.86,84.05,60398,1,0,0,0,84.40663733,81.02,-3.386637332
177,2017,16,0,2.4651,0,186.34,74.95,68054,1,0,0,0,81.535949,79.43,-2.105949005
178,2017,16,0,1.814,0,198.93,78.77,36398,1,0,0,0,82.32830716,82.28,-0.048307159
179,2017,16,0,0.645,0,0,84.54,42411.4,1,0,0,0,84.55024377,80.26,-4.290243773
180,2017,16,0,0.8632,0,2.95,83.75,20376,1,0,0,0,84.11389137,79.44,-4.673891366
181,2017,16,3.93328,1.7534,45.432,0,84.53,20742.8,1,0,0,0,84.19785294,84.06,-0.137852943
182,2017,16,0,2.24,0,0,79.36,36070,1,0,0,0,82.89068155,80.76,-2.130681546
183,2017,16,21.951675,6.2009,0,0,82.84,53021.2,1,0,0,0,83.35235329,73.52,-9.83235329
184,2017,16,0,0.7723,0,0,95.97,100362.8,1,0,0,0,88.18534121,86.12,-2.06534121
185,2017,16,0,0.0633,0,0,83.95,15732.2,1,0,0,0,84.22230649,87.37,3.147693509
186,2017,16,81.207274,0.0608,0,0,93.91,43547,1,0,0,0,86.075462,91.53,5.454537996
187,2017,16,0,0.1435,0,0,96.27,74403,1,0,0,0,88.1438381,91.99,3.846161902
188,2017,16,11.24448,0.1179,0,0,96.9,73991.5,1,0,0,0,88.13416515,91.72,3.585834849
189,2017,16,0,0.2806,0,1.07,80.5,27428.4,1,0,0,0,83.3308479,77.35,-5.980847901
190,2017,16,0,1.2301,0,18.12,70.51,15917.4,1,0,0,0,80.33630207,74.2,-6.136302066
191,2017,16,0,0.2296,0,0,84.59,9926,1,0,0,0,84.33552077,79.09,-5.245520772
192,2017,16,0,0.406,0,0,80.38,18411,1,0,0,0,83.20926184,83.24,0.030738156
193,2017,16,11.096028,4.33823,0,0,82.38,23100,1,0,0,0,83.27668636,69.94,-13.33668636
194,2017,16,52.9907,1.0423,0,0,74.03,62056,1,0,0,0,81.28114348,76.47,-4.811143481
195,2017,16,12.4136,0.5001,0,0,74.02,63867,1,0,0,0,81.7118807,79.34,-2.371880703
196,2017,16,0,1.9855,0,0,81.78,25444,1,0,0,0,83.4973032,68.58,-14.9173032
197,2017,16,19.827744,3.387709,0,1.8,79.98,105362.9,1,0,0,0,83.30784729,74.03,-9.277847285
198,2017,16,0,0.0106,0,0,87.29,8505.9,1,0,0,0,85.10824195,86.38,1.271758052
199,2017,16,0,0.5024,35.9147,0.342,81.49,59846.4,1,0,0,0,83.85965059,82.22,-1.639650594
200,2017,16,0,1.8357,365094,0,81.93,26938.8,1,0,0,0,69.35810191,67.57,-1.788101908
201,2017,16,24.4768,0.441,69.2799,2.4249,96.09,32341.1,1,0,0,0,87.34173734,89.73,2.388262664
202,2017,16,0,0.5528,0,0.32,83.24,104639.2,1,0,0,0,84.71140482,83.7,-1.011404822
203,2017,16,0,0.095583,0,0,96.32,24779.3,1,0,0,0,87.78430949,88.39,0.605690511
204,2017,16,0,0.127002,0,0,98.65,21694.3,1,0,0,0,88.41706651,83.84,-4.577066506
205,2017,16,1.507395,1.78928,6.29323,0,94.15,71911.22,1,0,0,0,87.32746178,84.65,-2.677461778
206,2017,16,101.7206,1.7724,6.29323,0,95.37,74100.4,1,0,0,0,86.24293734,84.67,-1.572937337
207,2017,16,4.6665,0.115628,0,0,97.98,28597.3,1,0,0,0,88.20307495,90.51,2.306925054
208,2017,16,0,0.195597,0,0,93.54,49722.12,1,0,0,0,87.18248451,91.22,4.037515495
209,2017,16,0,0.447,0,0,85.92,6068.2,1,0,0,0,84.65445435,91.23,6.575545648
210,2017,16,0,3.7157,41.9753,13.9805,86.29,164853,1,0,0,0,85.66845684,84.73,-0.938456839
211,2017,16,44.3455,0.2996,0,0,80.36,16779,1,0,0,0,82.70899036,90.88,8.171009636
212,2017,16,0,0.0528,0,0,89.63,22318.8,1,0,0,0,85.87792789,85.25,-0.627927889
213,2017,16,0,2.1986,150.857,94.6753,89.63,143179.9,1,0,0,0,86.36230419,82.85,-3.512304189
214,2017,16,0,0.0781,0,0,79.8,4309,1,0,0,0,82.95883004,78.77,-4.188830044
215,2017,16,0,2.6016,0,0,77.18,7009,1,0,0,0,81.99643153,73.52,-8.476431534
216,2017,16,0,1.53819,0,7.1103,67.13,17564,1,0,0,0,79.42529357,89.2,9.774706426
217,2017,16,0,0.4209,0,0,87.72,16856.2,1,0,0,0,85.25456269,75,-10.25456269
218,2017,16,0,0.71,248.574,0,79.44,93131,1,0,0,0,83.54551866,77.65,-5.895518657
219,2017,16,0,0.2011,0,0,84.26,12175.6,1,0,0,0,84.26474505,84.94,0.675254947
220,2017,16,3.9054,0.8166,0,0,91.35,10632,1,0,0,0,86.12821788,88.67,2.541782122
221,2017,16,0,2.5953,105.637,0,80.98,109200,1,0,0,0,83.91661599,88.01,4.093384008
222,2017,16,0,0.1751,0,0,84.15,25726,1,0,0,0,84.35092335,79.08,-5.270923347
223,2017,16,18.040938,0.8313,0,0,81.88,18088,1,0,0,0,83.36737273,84.75,1.38262727
224,2017,16,12.713697,1.6057,109.362,0,84.77,65100,1,0,0,0,84.53439338,87.05,2.515606624
225,2017,16,0,2.1628,0,0,90.04,52980,1,0,0,0,86.01352579,79.87,-6.143525786
226,2017,16,0,1.4665,0,0.274,84.02,33941,1,0,0,0,84.2472825,63.73,-20.5172825
227,2017,16,0,0.0781,0,0,92.03,7999,0,1,0,0,86.16282703,97.7,11.53717297
228,2017,16,0,0.8757,0,0,85.23,20218.2,0,1,0,0,84.04078697,71.42,-12.62078697
229,2017,16,0,1.6796,0,0,84.37,20617,0,1,0,0,83.67601139,67.35,-16.32601139
230,2017,16,3.9284,0.0422,0,0,89.57,12003.5,0,1,0,0,85.36737393,98.01,12.64262607
231,2017,16,0,0,0,0,81.44,112080,0,1,0,0,83.82687005,77.84,-5.986870052
232,2017,16,0,1.6622,0,13.718,79.67,36650,0,1,0,0,82.33545738,66.49,-15.84545738
233,2017,16,0,0,0,0,94.68,10765,0,1,0,0,87.0315736,78.68,-8.351573596
234,2017,16,0,0,0,0,95.75,5891.5,0,1,0,0,87.32567796,90.06,2.734322045
235,2017,16,40.8815,0.1604,0,0,89.44,13558.5,0,1,0,0,84.76179471,88.77,4.008205295
236,2017,16,0,0.1855,0,2.261,84.71,44150.2,0,1,0,0,84.18150745,86.2,2.018492546
237,2017,16,73.240621,0.4756,0,0,82.52,33554.7,0,1,0,0,82.43236598,83.43,0.997634025
238,2017,16,0,0.346,53.4622,0,84.98,29449.5,0,1,0,0,84.11323954,85.01,0.896760464
239,2017,16,17.917408,0.1372,0,0,84.28,25872,0,1,0,0,83.63333399,82.25,-1.383333988
240,2017,16,0,0.0211,0,0,86.17,6883,0,1,0,0,84.31828213,82.84,-1.478282127
241,2017,16,0,0.0232,0,0,86.17,5653.5,0,1,0,0,84.3065492,86,1.693450799
242,2017,16,0,0.0344,0,0,86.17,22755.9,0,1,0,0,84.4641426,82.73,-1.734142604
243,2017,16,11.9088,0.2427,0,0,84.54,13573,0,1,0,0,83.6707669,88.93,5.2592331
244,2017,16,0,0.5758,0,0,84.78,12960,0,1,0,0,83.86979127,68.45,-15.41979127
245,2017,16,23.45536,0.2859,0,0,80.81,22184,0,1,0,0,82.44658431,86.62,4.173415688
246,2017,16,24.1977,0.8166,0,0,84.98,23947,0,1,0,0,83.65976293,84.57,0.910237073
247,2017,16,24.4912,0.3482,0,0,84.06,12420,0,1,0,0,83.32464557,85.69,2.365354428
248,2017,16,0,1.3905,0,0,69.36,7163,0,1,0,0,78.94548754,80.21,1.264512458
249,2017,16,0,0.1414,0,0,68.56,7563.7,0,1,0,0,78.85032047,68.33,-10.52032047
250,2017,16,22.055,0.3904,66.1797,0,77.05,18263.8,0,1,0,0,81.2700798,84.23,2.959920201
251,2017,16,0,0.1245,0,0,76.38,5423.9,0,1,0,0,81.23654791,67.81,-13.42654791
252,2017,16,0,1.2177,0,0,85.14,81073,0,1,0,0,84.5317786,78.94,-5.591778595
253,2017,16,0,0.4066,26.171,0,84.62,22608,0,1,0,0,83.93045617,80.14,-3.790456167
254,2017,16,0,0.2171,0,0,84.82,10913,0,1,0,0,83.90817207,77.66,-6.248172066
255,2017,16,67.950752,2.31608,116.824,0,84.68,117600,0,1,0,0,83.65715312,82.85,-0.807153122
256,2017,16,4.5286,0.0549,0,13.3,84.06,7250,0,1,0,0,83.55434323,84.79,1.235656769
257,2017,16,0,0.2152,0,0,92.81,3610.5,0,1,0,0,86.35123802,79.63,-6.721238019
258,2017,16,14.736318,1.0867,0,3.24719,93.05,21223.8,0,1,0,0,86.21649098,83.04,-3.176490983
259,2017,16,0,0,0,0,97.27,15695.5,0,1,0,0,87.88924902,79.86,-8.029249021
