道路名称,年份,路龄,车行道小修金额,车行道零星金额,车行道中修金额,掘路修复金额,前一年pci,车道面积,道路属性_主干路,道路属性_次干路,道路属性_快速路,道路属性_支路,道路名称2,pred
2036,2022,2.0,0.0,0.0,0.0,0.0,81.82,83490.0,1.0,0.0,0.0,0.0,小屯路,82.15853052687645
2037,2022,2.0,0.0,0.0,0.0,0.0,95.01,59846.4,1.0,0.0,0.0,0.0,南磨房路,85.31324685400723
2038,2022,2.0,0.0,0.0,0.0,0.0,90.7,14208.999999999998,0.0,1.0,0.0,0.0,京原路,84.00689857780932
2039,2022,2.0,0.0,0.0,0.0,0.0,87.55,49568.0,0.0,1.0,0.0,0.0,京原路,83.40355062776803
2040,2022,2.0,0.0,0.0,0.0,0.0,91.14,17564.0,1.0,0.0,0.0,0.0,西直门内大街,84.08832125544548
2041,2022,3.0,0.0,0.0,0.0,0.0,85.01,52980.0,1.0,0.0,0.0,0.0,珠市口东大街,82.6064734290242
2042,2022,3.0,0.0,0.0,0.0,0.0,89.17,60398.0,1.0,0.0,0.0,0.0,广渠门内大街,83.69455929559469
2043,2022,3.0,0.0,0.0,0.0,0.0,91.88,49784.0,1.0,0.0,0.0,0.0,广安门外大街,84.3116959220171
2044,2022,3.0,0.0,0.0,0.0,0.0,84.27,121102.9811,1.0,0.0,0.0,0.0,四环路内环辅路,82.83738530659674
2045,2022,3.0,0.0,0.0,0.0,0.0,86.35,124789.62330000002,1.0,0.0,0.0,0.0,四环路外环辅路,83.37771044969558
2046,2022,3.0,0.0,0.0,0.0,0.0,92.09,45576.0,1.0,0.0,0.0,0.0,车公庄大街,84.33928745579719
2047,2022,3.0,0.0,0.0,0.0,0.0,88.76,61099.0,1.0,0.0,0.0,0.0,车公庄西路,83.59589959073065
2048,2022,3.0,0.0,0.0,0.0,0.0,87.11,164380.0,1.0,0.0,0.0,0.0,成寿寺路,83.80401784557104
2049,2022,3.0,0.0,0.0,0.0,0.0,94.69999999999999,142458.1,1.0,0.0,0.0,0.0,永丰路,85.56673018503189
2050,2022,3.0,0.0,0.0,0.0,0.0,90.81,16856.2,1.0,0.0,0.0,0.0,香河园路,83.84349543583393
2051,2022,3.0,0.0,0.0,0.0,0.0,92.3,22995.0,1.0,0.0,0.0,0.0,香河园路,84.25637813478707
2052,2022,3.0,0.0,0.0,0.0,0.0,85.1,10632.0,1.0,0.0,0.0,0.0,雍和宫大街,82.36818742215632
2053,2022,3.0,0.0,0.0,0.0,0.0,91.16,32927.1,1.0,0.0,0.0,0.0,崇文门内大街,84.02895951461791
2054,2022,3.0,0.0,0.0,0.0,0.0,85.14,43232.0,1.0,0.0,0.0,0.0,崇文门外大街,82.57918206012248
2055,2022,3.0,0.0,0.0,0.0,0.0,70.71,9662.0,1.0,0.0,0.0,0.0,静安西街,78.78242251217365
2056,2022,3.0,0.0,0.0,0.0,0.0,86.12999999999998,10913.0,0.0,1.0,0.0,0.0,柳芳北街,82.61508839738369
2057,2022,4.0,0.0,0.0,0.0,0.0,85.05,7163.0,0.0,1.0,0.0,0.0,景山东街,82.14052772468328
2058,2022,4.0,0.0,0.0,0.0,0.0,91.68,7563.7,0.0,1.0,0.0,0.0,景山后街,83.89886285662651
2059,2022,4.0,0.0,0.0,0.0,0.0,81.87,5423.9,0.0,1.0,0.0,0.0,景山西街,81.28921995007991
2060,2022,4.0,0.0,0.0,0.0,0.0,83.87,325713.0,1.0,0.0,0.0,0.0,三环路,83.80258319926261
2061,2022,4.0,0.0,0.0,0.0,0.0,93.08,36650.0,0.0,1.0,0.0,0.0,稻香湖路,84.45502110618352
2062,2022,4.0,0.0,0.0,0.0,0.0,94.15,68054.0,1.0,0.0,0.0,0.0,广顺北大街,84.83877126741409
2063,2022,4.0,0.0,0.0,0.0,0.0,88.91,36398.0,1.0,0.0,0.0,0.0,广顺南大街,83.32701803779601
2064,2022,4.0,0.0,0.0,0.0,0.0,88.61,12025.12679,1.0,0.0,0.0,0.0,四环路内环辅路,83.10214491033554
2065,2022,4.0,0.0,0.0,0.0,0.0,90.11000000000001,12391.1982,1.0,0.0,0.0,0.0,四环路外环辅路,83.4832361307144
2066,2022,4.0,0.0,0.0,0.0,0.0,82.22,33941.0,1.0,0.0,0.0,0.0,珠市口西大街,81.63072722256183
2067,2022,4.0,0.0,0.0,0.0,0.0,90.03,25444.0,1.0,0.0,0.0,0.0,骡马市大街,83.54268295764922
2068,2022,4.0,0.0,0.0,0.0,0.0,90.8,90833.5,1.0,0.0,0.0,0.0,广安门内大街,84.13197515547274
2069,2022,4.0,0.0,0.0,0.0,0.0,75.5,14172.000000000002,0.0,1.0,0.0,0.0,西安门大街,79.67330950766801
2070,2022,5.000000000000001,0.0,0.0,0.0,0.0,92.25,384394.0,1.0,0.0,0.0,0.0,三环路,86.0484877243042
2071,2022,5.000000000000001,0.0,0.0,0.0,0.0,73.27,34747.5,1.0,0.0,0.0,0.0,德胜门外大街左侧辅路,79.24579436177015
2072,2022,5.000000000000001,0.0,0.0,0.0,0.0,81.44,62000.00000000001,1.0,0.0,0.0,0.0,东苇路,81.45175332295894
2073,2022,5.000000000000001,0.0,0.0,0.0,0.0,86.95,30635.4,1.0,0.0,0.0,0.0,东直门内大街,82.6416163548231
2074,2022,5.000000000000001,0.0,0.0,0.0,0.0,90.74,51657.9,1.0,0.0,0.0,0.0,和平里西街,83.72702673602103
2075,2022,5.000000000000001,0.0,0.0,0.0,0.0,87.04,34658.8,1.0,0.0,0.0,0.0,劲松路,82.68913694572448
2076,2022,5.000000000000001,0.0,0.0,0.0,0.0,88.52,15826.000000000002,1.0,0.0,0.0,0.0,京开路右辅路,82.9468202215433
2077,2022,5.000000000000001,0.0,0.0,0.0,0.0,90.09,15824.999999999998,1.0,0.0,0.0,0.0,京开路左辅路,83.34405653077363
2078,2022,5.000000000000001,0.0,0.0,0.0,0.0,91.73,90329.03138,1.0,0.0,0.0,0.0,京通快速路左辅路,84.21022837561368
2079,2022,5.000000000000001,0.0,0.0,0.0,0.0,85.49,90010.12334,1.0,0.0,0.0,0.0,京通快速路右辅路,82.63954592621326
2080,2022,5.000000000000001,0.0,0.0,0.0,0.0,85.74,275236.4677,1.0,0.0,0.0,0.0,四环路内环辅路,83.81554937660694
2081,2022,5.000000000000001,0.0,0.0,0.0,0.0,86.1,283615.2736,1.0,0.0,0.0,0.0,四环路外环辅路,83.95386393445729
2082,2022,5.000000000000001,0.0,0.0,0.0,0.0,85.31,20770.0,1.0,0.0,0.0,0.0,土城西侧路,82.16700132155418
2083,2022,5.000000000000001,0.0,0.0,0.0,0.0,88.69,9399.2,1.0,0.0,0.0,0.0,西四南大街,82.9502189388275
2084,2022,5.000000000000001,0.0,0.0,0.0,0.0,87.46,22678.5,1.0,0.0,0.0,0.0,西直门北大街右侧辅路,82.72122149866819
2085,2022,5.000000000000001,0.0,0.0,0.0,0.0,86.96,24552.0,1.0,0.0,0.0,0.0,西直门北大街左侧辅路,82.60657269614934
2086,2022,5.000000000000001,0.0,0.0,0.0,0.0,89.02,11378.6,1.0,0.0,0.0,0.0,新街口南大街,83.0459171744585
2087,2022,5.000000000000001,0.0,0.0,0.0,0.0,80.76,48624.0,0.0,1.0,0.0,0.0,阜安西路,81.11763436079025
2088,2022,5.000000000000001,0.0,0.0,0.0,0.0,80.76,27723.500000000004,0.0,1.0,0.0,0.0,和平里东街,80.97922762632369
2089,2022,5.000000000000001,0.0,0.0,0.0,0.0,81.09,95399.0,1.0,0.0,0.0,0.0,后厂村路（东北旺北路）,81.57195163047312
2090,2022,5.000000000000001,0.0,0.0,0.0,0.0,98.45,32544.0,0.0,1.0,0.0,0.0,天坛路,85.69396227741241
2091,2022,5.000000000000001,0.0,0.0,0.0,0.0,83.54,44698.8,0.0,1.0,0.0,0.0,望京街,81.82439738368987
2092,2022,5.000000000000001,0.0,0.0,0.0,0.0,78.57,43811.1,0.0,1.0,0.0,0.0,香山路,80.50988793170451
2093,2022,5.000000000000001,0.0,0.0,0.0,0.0,95.39,87108.0,1.0,0.0,0.0,0.0,西三旗南路,85.11373175001144
2094,2022,6.000000000000001,0.0,0.0,0.0,0.0,75.83,46097.0,0.0,0.0,1.0,0.0,德外大街,81.63081703567504
2095,2022,6.000000000000001,0.0,0.0,0.0,0.0,86.0,723374.0,1.0,0.0,0.0,0.0,三环路 ,86.25432756227254
2096,2022,6.000000000000001,0.0,0.0,0.0,0.0,80.16,122512.0,1.0,0.0,0.0,0.0,G6辅路（八达岭右侧辅路）,81.35201822423934
2097,2022,6.000000000000001,0.0,0.0,0.0,0.0,88.04,26564.500000000004,1.0,0.0,0.0,0.0,德胜门外大街右侧辅路,82.7372342313528
2098,2022,6.000000000000001,0.0,0.0,0.0,0.0,79.46000000000001,63621.0,1.0,0.0,0.0,0.0,复兴路,80.80943120878933
2099,2022,6.000000000000001,0.0,0.0,0.0,0.0,79.46000000000001,20427.0,1.0,0.0,0.0,0.0,虎坊路,80.53686022770404
2100,2022,6.000000000000001,0.0,0.0,0.0,0.0,86.87,34800.0,1.0,0.0,0.0,0.0,来广营西路,82.49231859862803
2101,2022,6.000000000000001,0.0,0.0,0.0,0.0,84.16,144392.0,1.0,0.0,0.0,0.0,石景山路,82.48530135828256
2102,2022,6.000000000000001,0.0,0.0,0.0,0.0,93.08,143726.615,1.0,0.0,0.0,0.0,四环路内环辅路,84.7187194970846
2103,2022,6.000000000000001,0.0,0.0,0.0,0.0,94.15,148101.9705,1.0,0.0,0.0,0.0,四环路外环辅路,85.01367285138367
2104,2022,6.000000000000001,0.0,0.0,0.0,0.0,83.9,24186.0,1.0,0.0,0.0,0.0,西单北大街,81.67670680952071
2105,2022,6.000000000000001,0.0,0.0,0.0,0.0,83.9,24186.0,1.0,0.0,0.0,0.0,西单北大街,81.67670680952071
2106,2022,6.000000000000001,0.0,0.0,0.0,0.0,85.35000000000001,5130.0,1.0,0.0,0.0,0.0,西单北大街,81.92353924316167
2107,2022,6.000000000000001,0.0,0.0,0.0,0.0,85.35000000000001,5130.0,1.0,0.0,0.0,0.0,西单北大街,81.92353924316167
2108,2022,6.000000000000001,0.0,0.0,0.0,0.0,83.23,14828.999999999998,1.0,0.0,0.0,0.0,西四北大街,81.44918655872344
2109,2022,6.000000000000001,0.0,0.0,0.0,0.0,91.0,8700.0,0.0,1.0,0.0,0.0,北池子大街,83.40679571735858
2110,2022,6.000000000000001,0.0,0.0,0.0,0.0,88.23,17748.0,0.0,1.0,0.0,0.0,北河沿北大街,82.72902814900874
2111,2022,6.000000000000001,0.0,0.0,0.0,0.0,85.25999999999999,15060.0,0.0,1.0,0.0,0.0,北河沿南大街,81.92296727544068
2112,2022,6.000000000000001,0.0,0.0,0.0,0.0,86.08,7142.5,0.0,1.0,0.0,0.0,地安门内大街,82.0884904795885
2113,2022,6.000000000000001,0.0,0.0,0.0,0.0,92.64,20227.1,0.0,1.0,0.0,0.0,鼓楼西大街,83.91743526303767
2114,2022,6.000000000000001,0.0,0.0,0.0,0.0,87.82,7410.800000000001,0.0,1.0,0.0,0.0,旧鼓楼大街,82.55255483555793
2115,2022,6.000000000000001,0.0,0.0,0.0,0.0,91.18,14941.0,0.0,1.0,0.0,0.0,南河沿大街,83.49504655510187
2116,2022,6.000000000000001,0.0,0.0,0.0,0.0,91.0,53775.7,1.0,0.0,0.0,0.0,东坝南二街,83.65330907809734
2117,2022,6.999999999999999,0.0,0.0,0.0,0.0,84.65000000000002,120797.118,0.0,0.0,1.0,0.0,莲西路,83.95073229300975
2118,2022,6.999999999999999,0.0,0.0,0.0,0.0,92.19000000000001,188939.082,0.0,0.0,1.0,0.0,莲西路,86.06425228917598
2119,2022,6.999999999999999,0.0,0.0,0.0,0.0,90.91,104131.6,1.0,0.0,0.0,0.0,G6辅路（八达岭左侧辅路）,83.78599613535404
2120,2022,6.999999999999999,0.0,0.0,0.0,0.0,87.07,24174.0,1.0,0.0,0.0,0.0,长椿街,82.32367793405055
2121,2022,6.999999999999999,0.0,0.0,0.0,0.0,84.63,47384.56862,1.0,0.0,0.0,0.0,京通快速路左辅路,81.85130350160598
2122,2022,6.999999999999999,0.0,0.0,0.0,0.0,85.32,47217.27666,1.0,0.0,0.0,0.0,京通快速路右辅路,82.02443245834111
2123,2022,6.999999999999999,0.0,0.0,0.0,0.0,88.56,63277.793,1.0,0.0,0.0,0.0,莲花池西路右侧辅路,82.9427597234249
2124,2022,6.999999999999999,0.0,0.0,0.0,0.0,92.0,38682.06016,1.0,0.0,0.0,0.0,莲花池西路左侧辅路,83.66420955383776
2125,2022,6.999999999999999,0.0,0.0,0.0,0.0,92.01999999999998,16595.0,1.0,0.0,0.0,0.0,牛街,83.53407035279274
2126,2022,6.999999999999999,0.0,0.0,0.0,0.0,88.75,96949.1187,1.0,0.0,0.0,0.0,三环路内环辅路,83.19699464839697
2127,2022,6.999999999999999,0.0,0.0,0.0,0.0,85.06,48009.94696,1.0,0.0,0.0,0.0,三环路内环辅路,81.96372352081536
2128,2022,6.999999999999999,0.0,0.0,0.0,0.0,86.06,84878.88151,1.0,0.0,0.0,0.0,三环路外环辅路,82.44450493335724
2129,2022,6.999999999999999,0.0,0.0,0.0,0.0,78.6,42032.67295,1.0,0.0,0.0,0.0,三环路外环辅路,80.30152623605727
2130,2022,6.999999999999999,0.0,0.0,0.0,0.0,84.89,14770.0,1.0,0.0,0.0,0.0,西土城路 ,81.7129913072586
2131,2022,6.999999999999999,0.0,0.0,0.0,0.0,86.53,78489.0,1.0,0.0,0.0,0.0,知春路,82.52360192406177
2132,2022,6.999999999999999,0.0,0.0,0.0,0.0,73.93,28240.0,0.0,1.0,0.0,0.0,建材城东路,78.85900473570824
2133,2022,6.999999999999999,0.0,0.0,0.0,0.0,88.34,84052.0,0.0,1.0,0.0,0.0,建材城西路,83.03084511595964
2134,2022,6.999999999999999,0.0,0.0,0.0,0.0,86.12999999999998,8130.299999999999,0.0,1.0,0.0,0.0,南池子大街,81.94864673531055
2135,2022,6.999999999999999,0.0,0.0,0.0,0.0,81.99,37142.0,1.0,0.0,0.0,0.0,望京东路,81.12176340049504
2136,2022,6.999999999999999,0.0,0.0,0.0,0.0,88.63,31172.0,1.0,0.0,0.0,0.0,鲁坨路,82.76254262125491
2137,2022,8.0,0.0,0.0,0.0,0.0,86.03,20811.5,1.0,0.0,0.0,0.0,北蜂窝路,81.8870254856348
2138,2022,8.0,0.0,0.0,0.0,0.0,81.9,136009.0,1.0,0.0,0.0,0.0,朝阳路,81.56427024579047
2139,2022,8.0,0.0,0.0,0.0,0.0,84.49,21272.9,1.0,0.0,0.0,0.0,光明路,81.49966152834891
2140,2022,8.0,0.0,0.0,0.0,0.0,75.09,79138.97708,1.0,0.0,0.0,0.0,三环路内环辅路,79.50593331718444
2141,2022,8.0,0.0,0.0,0.0,0.0,88.01,77435.39832,1.0,0.0,0.0,0.0,三环路内环辅路,82.74056677055358
2142,2022,8.0,0.0,0.0,0.0,0.0,82.85,67368.79654,1.0,0.0,0.0,0.0,三环路内环辅路,81.37492529511451
2143,2022,8.0,0.0,0.0,0.0,0.0,87.37,69286.11574,1.0,0.0,0.0,0.0,三环路外环辅路,82.5282863869667
2144,2022,8.0,0.0,0.0,0.0,0.0,84.18,67794.63379,1.0,0.0,0.0,0.0,三环路外环辅路,81.71288258612155
2145,2022,8.0,0.0,0.0,0.0,0.0,83.24,58981.3314,1.0,0.0,0.0,0.0,三环路外环辅路,81.42064489674567
2146,2022,8.0,0.0,0.0,0.0,0.0,86.96,74880.0,1.0,0.0,0.0,0.0,上地西路,82.4591539248228
2147,2022,8.0,0.0,0.0,0.0,0.0,87.18,21943.0,1.0,0.0,0.0,0.0,体育馆路,82.18594716143608
2148,2022,8.0,0.0,0.0,0.0,0.0,74.48,69732.0,1.0,0.0,0.0,0.0,望京北路,79.2941516327262
2149,2022,8.0,0.0,0.0,0.0,0.0,86.78,35247.0,1.0,0.0,0.0,0.0,新街口外大街,82.1674551141262
2150,2022,8.0,0.0,0.0,0.0,0.0,85.36,16725.3,0.0,1.0,0.0,0.0,美术馆后街,81.64260146152972
2151,2022,9.0,0.0,0.0,0.0,0.0,81.08,159643.0,1.0,0.0,0.0,0.0,阜成路,81.35569819837808
2152,2022,9.0,0.0,0.0,0.0,0.0,81.82,33698.25857,1.0,0.0,0.0,0.0,G4辅路（京石右侧辅路）,80.75129139900207
2153,2022,9.0,0.0,0.0,0.0,0.0,86.49,98342.95587,1.0,0.0,0.0,0.0,三环路内环辅路,82.3365259362459
2154,2022,9.0,0.0,0.0,0.0,0.0,69.65,86099.18492,1.0,0.0,0.0,0.0,三环路外环辅路,78.0486068341732
2155,2022,9.0,0.0,0.0,0.0,0.0,80.18,5700.0,1.0,0.0,0.0,0.0,杨庄大街,80.15891010278463
2156,2022,9.0,0.0,0.0,0.0,0.0,89.68,38643.82,1.0,0.0,0.0,0.0,卢沟桥南路,82.77623675751686
2157,2022,9.0,0.0,0.0,0.0,0.0,82.15,79669.0,0.0,1.0,0.0,0.0,周口店路,81.05137119126319
2158,2022,9.0,0.0,0.0,0.0,0.0,78.25,22773.0,1.0,0.0,0.0,0.0,后八家路（八家南北线）,79.78215118336676
2159,2022,9.0,0.0,0.0,0.0,0.0,85.35000000000001,62746.0,1.0,0.0,0.0,0.0,西三旗东路,81.82679161220788
2160,2022,10.000000000000002,0.0,0.0,0.0,0.0,92.82,69851.5,1.0,0.0,0.0,0.0,菜市口大街,83.62287661373614
2161,2022,10.000000000000002,0.0,0.0,0.0,0.0,79.68,64561.7,1.0,0.0,0.0,0.0,工人体育场北路,80.25734291136264
2162,2022,10.000000000000002,0.0,0.0,0.0,0.0,84.74,65938.0,1.0,0.0,0.0,0.0,广安路,81.54387085157632
2163,2022,10.000000000000002,0.0,0.0,0.0,0.0,78.06,14898.68788,1.0,0.0,0.0,0.0,京密路（京顺路）,79.53181367480754
2164,2022,10.000000000000002,0.0,0.0,0.0,0.0,83.70000000000002,14898.68788,1.0,0.0,0.0,0.0,G1辅路（京沈高速左辅路）,80.95787101340294
2165,2022,10.000000000000002,0.0,0.0,0.0,0.0,87.16,97916.4,1.0,0.0,0.0,0.0,石门路,82.35649989992379
2166,2022,10.000000000000002,0.0,0.0,0.0,0.0,87.57,88075.02205,1.0,0.0,0.0,0.0,三环路内环辅路,82.39946838408707
2167,2022,10.000000000000002,0.0,0.0,0.0,0.0,86.49,77109.61648,1.0,0.0,0.0,0.0,三环路外环辅路,82.0573513278365
2168,2022,10.000000000000002,0.0,0.0,0.0,0.0,80.12,57614.0,1.0,0.0,0.0,0.0,信息路,80.32394642531871
2169,2022,10.000000000000002,0.0,0.0,0.0,0.0,76.8,10986.0,0.0,0.0,0.0,1.0,台基厂大街,75.02031546315551
2170,2022,11.0,0.0,0.0,0.0,0.0,74.87,197472.5309,1.0,0.0,0.0,0.0,二环路外环辅路,79.74845944839716
2171,2022,11.0,0.0,0.0,0.0,0.0,85.15,27816.0,1.0,0.0,0.0,0.0,阜成门内大街,81.26061920052766
2172,2022,11.0,0.0,0.0,0.0,0.0,88.0,10440.0,1.0,0.0,0.0,0.0,南蜂窝路,81.87783618605135
2173,2022,11.0,0.0,0.0,0.0,0.0,85.9,34381.31685,1.0,0.0,0.0,0.0,三环路内环辅路,81.49305317401885
2174,2022,11.0,0.0,0.0,0.0,0.0,87.26,30100.817400000004,1.0,0.0,0.0,0.0,三环路外环辅路,81.81268622642754
2175,2022,11.0,0.0,0.0,0.0,0.0,79.41,39356.5,1.0,0.0,0.0,0.0,三里河东路,79.8793833324313
2176,2022,11.0,0.0,0.0,0.0,0.0,87.85,50252.1,1.0,0.0,0.0,0.0,新东路,82.08959187197685
2177,2022,11.0,0.0,0.0,0.0,0.0,85.12,43737.5,1.0,0.0,0.0,0.0,颐和园路,81.353653768301
2178,2022,11.0,0.0,0.0,0.0,0.0,85.79,18256.4,0.0,1.0,0.0,0.0,安定门内大街,81.30445509028434
2179,2022,11.0,0.0,0.0,0.0,0.0,88.51,27264.999999999996,0.0,1.0,0.0,0.0,海淀南路,82.09219645226001
2180,2022,11.0,0.0,0.0,0.0,0.0,89.24,43130.0,0.0,1.0,0.0,0.0,闵庄路,82.3921651598811
2181,2022,11.0,0.0,0.0,0.0,0.0,91.95,11584.0,1.0,0.0,0.0,0.0,马连道北路,82.8965768752098
2182,2022,12.0,0.0,0.0,0.0,0.0,72.78,870062.1,1.0,0.0,0.0,0.0,二环路 ,83.10116642010212
2183,2022,12.0,0.0,0.0,0.0,0.0,75.89,118126.3766,1.0,0.0,0.0,0.0,二环路外环辅路,79.35215672284365
2184,2022,12.0,0.0,0.0,0.0,0.0,95.04,23584.84416,1.0,0.0,0.0,0.0,二环路外环辅路,83.62247954523562
2185,2022,12.0,0.0,0.0,0.0,0.0,80.12,294330.0,1.0,0.0,0.0,0.0,京密路（京顺路）,81.51114106231927
2186,2022,12.0,0.0,0.0,0.0,0.0,81.15,61289.25,1.0,0.0,0.0,0.0,酒仙桥路,80.31225417608022
2187,2022,12.0,0.0,0.0,0.0,0.0,91.37,12975.000000000002,1.0,0.0,0.0,0.0,酒仙桥南路,82.6131928679943
2188,2022,12.0,0.0,0.0,0.0,0.0,94.14,14310.06161,1.0,0.0,0.0,0.0,三环路内环辅路,83.33355076003073
2189,2022,12.0,0.0,0.0,0.0,0.0,86.77,41195.63191,1.0,0.0,0.0,0.0,三环路内环辅路,81.61289459258317
2190,2022,12.0,0.0,0.0,0.0,0.0,86.84,12528.44832,1.0,0.0,0.0,0.0,三环路外环辅路,81.44950799512863
2191,2022,12.0,0.0,0.0,0.0,0.0,79.41,36066.74518,1.0,0.0,0.0,0.0,三环路外环辅路,79.71082775396108
2192,2022,12.0,0.0,0.0,0.0,0.0,85.29,9252.3,0.0,1.0,0.0,0.0,永定路,80.95968382018803
2193,2022,12.0,0.0,0.0,0.0,0.0,72.13,468646.3,1.0,0.0,0.0,0.0,阜石路辅路,80.60743206316232
2194,2022,12.0,0.0,0.0,0.0,0.0,72.13,468646.3,1.0,0.0,0.0,0.0,阜石路辅路,80.60743206316232
2195,2022,12.0,0.0,0.0,0.0,0.0,72.13,468646.3,1.0,0.0,0.0,0.0,阜石路辅路,80.60743206316232
2196,2022,12.0,0.0,0.0,0.0,0.0,80.39,207216.99999999997,1.0,0.0,0.0,0.0,金榆路（温榆河大道）,81.04041871845722
2197,2022,12.0,0.0,0.0,0.0,0.0,90.78,45360.6,1.0,0.0,0.0,0.0,金盏路（温榆河大道）,82.66411217617988
2198,2022,12.0,0.0,0.0,0.0,0.0,90.3,28312.8,1.0,0.0,0.0,0.0,康营东路（温榆河大道）,82.43468694198131
2199,2022,12.0,0.0,0.0,0.0,0.0,84.35,208106.99999999997,1.0,0.0,0.0,0.0,榴乡路（蒲黄榆路）,82.03992049336432
2200,2022,12.0,0.0,0.0,0.0,0.0,88.23,337188.9876,0.0,0.0,1.0,0.0,阜石路,85.2812001171112
2201,2022,12.0,0.0,0.0,0.0,0.0,88.23,337188.9876,0.0,0.0,1.0,0.0,阜石路,85.2812001171112
2202,2022,12.0,0.0,0.0,0.0,0.0,88.23,337188.9876,0.0,0.0,1.0,0.0,阜石路,85.2812001171112
2203,2022,12.0,0.0,0.0,0.0,0.0,87.04,71308.9,1.0,0.0,0.0,0.0,杏石口路,81.87106947702169
2204,2022,13.0,0.0,0.0,0.0,0.0,84.27,33086.0,1.0,0.0,0.0,0.0,北苑路北段,80.78045229876041
2205,2022,13.0,0.0,0.0,0.0,0.0,86.17,87205.5,1.0,0.0,0.0,0.0,东长安街,81.6070401957035
2206,2022,13.0,0.0,0.0,0.0,0.0,98.76,44920.5,1.0,0.0,0.0,0.0,京密路（京顺路）,84.57230521452426
2207,2022,13.0,0.0,0.0,0.0,0.0,93.47647893,10658.0,1.0,0.0,0.0,0.0,手帕口北街,82.9994034358263
