道路名称,年份,路龄,车行道小修金额,车行道零星金额,车行道中修金额,掘路修复金额,前一年pci,车道面积,道路属性_主干路,道路属性_次干路,道路属性_快速路,道路属性_支路,道路名称2,pred
2217,2022,13.999999999999998,0.0,0.0,0.0,0.0,80.37794538,111034.19999999998,1.0,0.0,0.0,0.0,四环路内环辅路,75.70665663856268
2218,2022,13.999999999999998,0.0,0.0,0.0,0.0,79.49960858,118035.57909999999,1.0,0.0,0.0,0.0,四环路外环辅路,75.65356290763617
2219,2022,13.999999999999998,0.0,0.0,0.0,0.0,77.52328521,16353.0,1.0,0.0,0.0,0.0,西大望路,75.49128952008486
2220,2022,13.999999999999998,0.0,0.0,0.0,0.0,80.60395062,8744.5,0.0,1.0,0.0,0.0,东华门大街,80.47713450741767
2221,2022,13.999999999999998,0.0,0.0,0.0,0.0,80.56608258,14269.900000000001,0.0,1.0,0.0,0.0,香山路,80.47741103726625
2222,2022,13.999999999999998,0.0,0.0,0.0,0.0,81.65251399,242814.24999999997,1.0,0.0,0.0,0.0,安立路,75.83512484300137
2223,2022,13.999999999999998,0.0,0.0,0.0,0.0,81.65251399,242814.24999999997,1.0,0.0,0.0,0.0,安立路,75.83512484300137
2224,2022,13.999999999999998,0.0,0.0,0.0,0.0,84.59526665,57460.549999999996,1.0,0.0,0.0,0.0,奥林西路,75.95354815977812
2225,2022,13.999999999999998,0.0,0.0,0.0,0.0,76.93422936,72843.282,1.0,0.0,0.0,0.0,北辰东路,75.47447083288431
2226,2022,13.999999999999998,0.0,0.0,0.0,0.0,79.60292439,12301.98,1.0,0.0,0.0,0.0,北辰桥改造道路,75.62154925978184
2227,2022,13.999999999999998,0.0,0.0,0.0,0.0,80.77094864999998,83082.81,1.0,0.0,0.0,0.0,北辰西路,75.72134817308188
2228,2022,13.999999999999998,0.0,0.0,0.0,0.0,80.77094864999998,83082.81,1.0,0.0,0.0,0.0,北辰西路,75.72134817308188
2229,2022,13.999999999999998,0.0,0.0,0.0,0.0,82.46021986,141018.2,1.0,0.0,0.0,0.0,北土城东路,75.84933185940982
2230,2022,13.999999999999998,0.0,0.0,0.0,0.0,83.60195961,169285.72,1.0,0.0,0.0,0.0,大屯路,75.93179447835684
2231,2022,13.999999999999998,0.0,0.0,0.0,0.0,79.72712174,63039.4,1.0,0.0,0.0,0.0,高梁桥路,75.64795667856932
2232,2022,13.999999999999998,0.0,0.0,0.0,0.0,83.14192739,64400.0,1.0,0.0,0.0,0.0,和平里北街,75.86438737338781
2233,2022,13.999999999999998,0.0,0.0,0.0,0.0,79.90602237,115053.14,1.0,0.0,0.0,0.0,慧忠路,75.67822842472792
2234,2022,13.999999999999998,0.0,0.0,0.0,0.0,78.28093680999999,271131.73,1.0,0.0,0.0,0.0,机场二通道辅路,75.6314310657382
2235,2022,13.999999999999998,0.0,0.0,0.0,0.0,80.64861610000001,29103.0,1.0,0.0,0.0,0.0,姜庄路,75.69387008744478
2236,2022,13.999999999999998,0.0,0.0,0.0,0.0,79.96136616,82599.0,1.0,0.0,0.0,0.0,康辛路,75.66992307525874
2237,2022,13.999999999999998,0.0,0.0,0.0,0.0,84.2158866,144684.05,1.0,0.0,0.0,0.0,马连洼北路,75.96160061442852
2238,2022,13.999999999999998,0.0,0.0,0.0,0.0,81.23843773,23324.0,1.0,0.0,0.0,0.0,陶然亭路,75.72904846578837
2239,2022,13.999999999999998,0.0,0.0,0.0,0.0,79.54546054,36406.4,1.0,0.0,0.0,0.0,万寿路,75.62673005831242
2240,2022,13.999999999999998,0.0,0.0,0.0,0.0,79.80325726,57151.50000000001,1.0,0.0,0.0,0.0,北京西站南路(西客站南路),75.65063216394186
2241,2022,13.999999999999998,0.0,0.0,0.0,0.0,82.68178645,38815.18,1.0,0.0,0.0,0.0,小营西路,75.82593317991495
2242,2022,13.999999999999998,0.0,0.0,0.0,0.0,79.50749323,66248.0,1.0,0.0,0.0,0.0,永定门内大街,75.63521976101399
2243,2022,13.999999999999998,0.0,0.0,0.0,0.0,76.51039655,130225.25,1.0,0.0,0.0,0.0,张仪村路,75.46831863462926
2244,2022,15.0,0.0,0.0,0.0,0.0,80.5455201,30512.119470000005,1.0,0.0,0.0,0.0,三里河路,75.71973153704405
2245,2022,15.0,0.0,0.0,0.0,0.0,78.43324567,16779.0,1.0,0.0,0.0,0.0,五四大街,75.58108845227957
2246,2022,15.0,0.0,0.0,0.0,0.0,83.30912396,34010.0,1.0,0.0,0.0,0.0,地安门东大街,75.89551470762491
2247,2022,15.0,0.0,0.0,0.0,0.0,78.35780266,61987.0,1.0,0.0,0.0,0.0,地安门西大街,75.59276888400316
2248,2022,15.0,0.0,0.0,0.0,0.0,78.14130342,28800.0,1.0,0.0,0.0,0.0,东大桥路,75.56698306649923
2249,2022,15.0,0.0,0.0,0.0,0.0,81.01733202,54746.0,1.0,0.0,0.0,0.0,东四十条,75.75841262680292
2250,2022,15.0,0.0,0.0,0.0,0.0,82.50333725,65126.4,1.0,0.0,0.0,0.0,东直门外大街,75.85607493340969
2251,2022,15.0,0.0,0.0,0.0,0.0,78.41746929,36000.0,1.0,0.0,0.0,0.0,丰葆路,75.58709647685289
2252,2022,15.0,0.0,0.0,0.0,0.0,81.4312003,67160.0,1.0,0.0,0.0,0.0,阜成门外大街,75.78910034948588
2253,2022,15.0,0.0,0.0,0.0,0.0,80.95393342,26725.2,1.0,0.0,0.0,0.0,工人体育场东路,75.74415834033489
2254,2022,15.0,0.0,0.0,0.0,0.0,81.73736375,45043.0,1.0,0.0,0.0,0.0,平安里西大街,75.80035771417619
2255,2022,15.0,0.0,0.0,0.0,0.0,76.44697431,38376.0,1.0,0.0,0.0,0.0,蒲黄榆路,75.4630787485242
2256,2022,15.0,0.0,0.0,0.0,0.0,80.43695259,31120.0,1.0,0.0,0.0,0.0,太平街,75.71309009367228
2257,2022,15.0,0.0,0.0,0.0,0.0,80.51177401,14882.899999999998,1.0,0.0,0.0,0.0,天桥南大街,75.71187998014689
