道路名称,路龄,车道面积,车行道小修金额,车行道零星金额,车行道中修金额,掘路修复金额,前一年pci,当年pci,道路属性,年份
43,9,65126.4,0,1.5973,0,3.9871,81.79,84.91,主干路,2016
44,9,36000,0,4.517299,0,0,90.97,81.45,主干路,2016
45,9,26725.2,42.8473,0.0728,0,0,92.03,94.82,主干路,2016
46,9,49784,25.2754,2.1438,0,0,85.74,78.94,主干路,2016
47,9,20521.9,0,1.4829,0,2.1588,61.5,79.14,主干路,2016
48,9,38376,2.272722,3.241804,0,0,82.75,82.41,主干路,2016
49,9,31120,36.6421,1.9876,0,150.778,89.26,81.71,主干路,2016
50,9,14882.9,21.5556,0.6478,0,0,87.96,74.9,主干路,2016
51,9,20676.6,0,0.2095,0,0,85.32,89.02,主干路,2016
52,9,52912,73.608614,1.6036,0,0,88.65,83.17,主干路,2016
53,9,27633.8,24.6074,2.494,0,0,91.53,80.36,次干路,2016
54,9,14820,0,0,0,0,95.77,93.6,主干路,2016
55,9,31549,0,1.2344,107.6543,0,84.26,83.47,主干路,2016
56,9,34094.63,0.569245,0.629202,94.9359,0,77.06,88.05,主干路,2016
57,10,12530,0,0.0591,0,0,86.65,94.9,主干路,2016
58,10,37538.5,56.8628,1.0613,0,3.105,83.73,84.38,主干路,2016
59,10,43232,2.4439,1.2259,66.6337,2.6225,78.97,84.37,主干路,2016
60,10,52439,0,0.5229,0,45.7384,86.27,88.89,主干路,2016
61,10,64748,50.9306,1.937,0,0,83.64,84.28,主干路,2016
62,10,30857,54.5848,1.2618,53.786,5.5186,92.34,81.61,主干路,2016
63,10,16577,0,0.8567,0,0,73.26,70.43,次干路,2016
64,10,30698,9.921666,4.9559469,0,0,80.6,81.6,次干路,2016
65,10,19717.8,20.778108,3.8750572,0,0,91.87,84.26,次干路,2016
66,10,39434.5,27.433722,2.735193,0,0.6514,90.35,80.73,次干路,2016
67,10,23384.2,0,0.1365,0,0,83.2,91.53,次干路,2016
68,10,44090,0,0.6182,45.61,0,83.12,84.81,主干路,2016
69,10,50940,19.263,0.7638,0,0,87.05,86.95,主干路,2016
70,10,33134.2,0,0.0422,0,2.1646,74.8,81.77,主干路,2016
71,10,33910,0,1.1215,0,0,90.74,82.13,主干路,2016
72,11,27311.25,0,0.115206,0,0,83.49,94.95,主干路,2016
73,11,112338,14.762,2.8698,96.4147,0,90.81,76.45,主干路,2016
74,11,70854.5,19.89951,3.135882,0,0,99.01,78.72,主干路,2016
75,11,334809,8.2289,1.835067,122.8099,1.3,76.97,79.71,主干路,2016
76,11,25356,0,0,0,0,86.52,82.97,主干路,2016
77,11,131269.75,13.771849,0.403643,188.1092,2.77425,86.33,82.72,主干路,2016
78,12,21450,14.57808,0.142425,0,0,83.49,94.95,快速路,2016
79,12,23520.8,12.770181,0.225348,0,0,90.81,76.45,主干路,2016
80,12,83490,36.78496,3.154872,171.0077,5.9925,99.01,78.72,主干路,2016
81,12,7220,24.0271,0.2646,0,0,76.97,79.71,主干路,2016
82,12,142458.1,0,5.7455,0,0.29,86.52,82.97,主干路,2016
83,13,27851,30.81,0.8145,76.3102,0,88.94,78.2,主干路,2016
84,13,402177.1,150.1455,5.4771,250.4599,0,80.62,84.05,主干路,2016
85,13,57311,0.4514,0.2848,0,0,89.34,79.68,主干路,2016
86,13,67534.6,67.36002,4.9834,0,2.3572,90.45,79.95,主干路,2016
87,14,16775,0,3.5182,37.6146,0,90.32,88.16,主干路,2016
88,14,35310,0,1.1711,0,0.82,84.41,91.12,主干路,2016
89,14,41920,53.368,1.0676,0,0,85.72,78.56,主干路,2016
90,14,17186,0,0.2532,0,0,100,91.17,次干路,2016
91,15,22678.5,4.145475,0,0,0,79.37,79.51,主干路,2016
92,15,24552,6.503435,0.0692,0,0,84.86,76.98,主干路,2016
93,15,60398,34.7791,2.0172,0,0,81.36,84.05,主干路,2016
94,15,25444,0,2.1965,0,0,94.04,81.78,主干路,2016
95,15,9518,1.991832,0,0,0,72.51,67.26,主干路,2016
96,15,15000,15.261013,0,0,0,75.72,87.5,主干路,2016
97,15,52980,12.7567,1.5635,0,0,85.29,90.04,主干路,2016
98,15,33941,43.0388,2.5573,0,9.2115,89.16,84.92,主干路,2016
99,16,26564.5,0.87411,0,0,0,84.8,70.97,主干路,2016
100,16,34800,21.7937,8.3784,0,0,62.5,70.64,主干路,2016
101,16,8700,0,0.4579,0,0,69.47,99.29,次干路,2016
102,16,17748,0,1.4517,0,0,75.21,99.43,次干路,2016
103,16,15060,0,0.3249,0,0,79.27,99.43,次干路,2016
104,16,14941,0,0.1435,0,0,76.53,99.2,次干路,2016
105,16,30635.4,0,2.5721,0,0,79.53,69.97,主干路,2016
106,16,51657.9,0,1.2871,0,0,77.99,73.97,主干路,2016
107,16,34658.8,0,0.0437,0,0,77.5,69.9,主干路,2016
108,16,20770,1.981279,0.207202,0,0,80.75,75.68,主干路,2016
109,16,9399.2,0,0.3334,0,0,81.15,68.89,主干路,2016
110,16,11378.6,0,0.8714,0,0,80.03,69.21,主干路,2016
111,16,48624,0,0.2216,0,0,74.18,73.73,次干路,2016
112,16,27723.5,0,2.3252,0,0,60.3,69.92,次干路,2016
113,16,32544,21.2871,1.3947,0,0,80.69,83.4,次干路,2016
114,16,44698.8,28.4352,0.8383,0,0,72,71.78,次干路,2016
115,16,143561,0,2.2366,0,0,92.1,74.03,快速路,2016
116,16,56983.2,0,1.6163,81.2588,0,82.95,84.17,主干路,2016
117,16,23245,0,0.6604,0,171.888,88.19,78.78,主干路,2016
118,16,12969,2.5454,0.5296,43.2884,0,88.75,83.9,主干路,2016
119,16,37593.4,0,0.4486,0,0,90.61,80.01,主干路,2016
120,16,32967.2,57.764088,2.2723,0,79.52,90.86,88.05,主干路,2016
121,16,34028,0,0.998,0,0,84.98,68.02,主干路,2016
122,16,57420.3,0,0.7828,0,0,75.94,83.25,主干路,2016
123,16,15289.5,14.464686,2.61007,0,0,81.07,74.25,主干路,2016
124,16,41702,17.3186,0.567,32.7305,158.922,72.98,80.2,主干路,2016
125,16,20532,12.7366,1.9602,0,0,80.69,82.1,主干路,2016
126,16,45576,5.4147,2.7029,0,1.5344,87.08,82.39,主干路,2016
127,16,61099,27.9212,1.6858,36.2161,0,92.38,81.71,主干路,2016
128,16,16935,10.6387,0.4726,0,0,91.49,92.7,主干路,2016
129,16,36480,41.3832,0.4009,0,0,84.89,81.59,主干路,2016
130,16,94500,0,0,31.2904,0,91.26,79.3,主干路,2016
131,16,3660,0,0,0,0,92.76,83.72,主干路,2016
132,16,12328.5,0,0,0,0,90.68,83.72,主干路,2016
133,16,12657.4,0,0,0,0,94.66,83.56,主干路,2016
134,16,56649.8,46.7082,0.5686,0,0,79.86,84.16,主干路,2016
135,16,58399.2,42.2862,2.0214,0,0,88.44,87.31,主干路,2016
136,16,68054,26.2421,4.9102,0,151.197,65.84,74.95,主干路,2016
137,16,36398,0,1.6285,0,0,73.49,78.77,主干路,2016
138,16,42411.4,0,0.8995,60.9251,0,80.52,84.54,主干路,2016
139,16,20376,49.1869,0.3119,41.3179,0,80.7,83.75,主干路,2016
140,16,20742.8,22.7171,2.1669,0,79.5196,87.82,84.53,主干路,2016
141,16,53021.2,0,5.0144,0,0,83,82.84,主干路,2016
142,16,43547,59.6897,0.254,0,1.6303,83.34,93.91,主干路,2016
143,16,74403,10.9032,0.2743,0,0,88.91,96.27,主干路,2016
144,16,73991.5,39.8323,1.6612,0,0.6028,83.41,96.9,主干路,2016
145,16,27428.4,17.2086,0.249,0,0,94.2,80.5,主干路,2016
146,16,15917.4,0,0.3523,0,2.63,94.89,70.51,主干路,2016
147,16,9662,0,0.2026,0,0,83.37,84.59,主干路,2016
148,16,23100,0,2.680544,0,0,91.8,82.36,主干路,2016
149,16,105362.9,0,2.891966,0,237,97.24,79.98,主干路,2016
150,16,59846.4,0,1.1805,39.6589,0,79.57,81.49,主干路,2016
151,16,26938.8,48.60807,1.2596,102.302,0,87.58,81.93,主干路,2016
152,16,32341.1,53.6647,0.6225,0,0,86.35,96.09,主干路,2016
153,16,104639.2,18.7203,1.8469,0,0,71.13,83.24,主干路,2016
154,16,28597.3,0.27897,0,0,0,83.33,97.98,主干路,2016
155,16,49722.12,10.5469,0,0,0,92.08,93.54,主干路,2016
156,16,8372.3,0,0.2278,0,0,89.11,93.49,主干路,2016
157,16,164853,0,2.2619,0,0,89.02,86.29,主干路,2016
158,16,4309,0,0.3524,0,0,81.18,79.8,主干路,2016
159,16,7009,0,1.2449,0,0,94.71,77.18,主干路,2016
160,16,17564,92.3925,1.8357,0,0,77.87,67.13,主干路,2016
161,16,16856.2,0,1.5382,30.5926,0,78.27,87.72,主干路,2016
162,16,31121.7,107.4152,1.2633,77.1563,0,80.03,78.29,主干路,2016
163,16,13840,0,1.9053,0,0,73.41,62.22,主干路,2016
164,16,38938.7,0,0.1846,47.6902,0,87.21,96.59,主干路,2016
165,16,93131,57.5743,0.905,100.113,0,62.49,79.44,主干路,2016
166,16,12175.6,0,0.8649,93.4333,0,67.36,84.26,主干路,2016
167,16,10632,0,0.6457,0,0,84.06,91.35,主干路,2016
168,16,109200,0,1.9095,53.4439,0,85.54,80.98,主干路,2016
169,16,25726,0,0.4515,0,0.9864,81.83,84.15,主干路,2016
170,16,18088,54.8766,0.2743,0,0,83.92,81.88,主干路,2016
171,16,7999,0,0.0317,0,0,97.75,92.03,次干路,2016
172,16,20218.2,1.8105,0.5423,0,0,81.04,85.23,次干路,2016
173,16,20617,5.5019,0.9601,0,0,76.54,84.37,次干路,2016
174,16,12003.5,0,0.4473,109.438,0,77.17,89.57,次干路,2016
175,16,112080,15.6892,1.24912,0,0,87.62,81.44,次干路,2016
176,16,36650,32.55485,2.5172,96.0825,0,87.74,79.67,次干路,2016
177,16,10765,0,0.0317,0,0,99.35,94.68,次干路,2016
178,16,5891.5,0,0.0317,153.392,0,100,95.75,次干路,2016
179,16,13558.5,0,0.4093,0,0,84.89,89.44,次干路,2016
180,16,44150.2,0,0.5485,19.1271,0,85.33,84.71,次干路,2016
181,16,33554.7,0,1.4544,0,5.4915,79.69,82.52,次干路,2016
182,16,29449.5,0,0.2891,0,0,88.65,82.98,次干路,2016
183,16,13573,0,0.4748,0,0,92.57,84.54,次干路,2016
184,16,12960,0,1.0803,0,0,78.51,84.78,次干路,2016
185,16,22184,0,0.1213,0,0,79.34,80.81,次干路,2016
186,16,23947,0,0.6098,0,0,87.47,84.98,次干路,2016
187,16,12420,0,0.4262,96.8155,0,80.6,84.06,次干路,2016
188,16,7163,0,0.2005,0,0,72.21,69.36,次干路,2016
189,16,7563.7,0,0.0106,0,0,76.87,68.56,次干路,2016
190,16,18263.8,20.3117,0.2237,0,0,86.01,77.05,次干路,2016
191,16,5423.9,0,0.0675,0,0,81.14,76.38,次干路,2016
192,16,81073,0,0.3722,0,0,75.24,85.14,次干路,2016
193,16,22608,0,1.8631,0,0,78.04,84.62,次干路,2016
194,16,10913,0,0.1924,0,0,78.46,84.82,次干路,2016
195,16,7250,0,0.2005,0,0,96.5,84.06,次干路,2016
196,16,3610.5,21.5258,0.0907,0,0,81.96,92.81,次干路,2016
197,16,21223.8,0,1.2301,0,0.8768,95.01,93.05,次干路,2016
198,16,22945,0,0.6372,68.3355,100.72,92.4,76.17,次干路,2016
199,16,37965,0,0.8187,90.5956,0,84.26,81.01,次干路,2016
200,16,6721,0.6944,0.0739,0,0,79.25,84.62,次干路,2016
201,16,5451,0,0.249,0,0,81.72,72.59,次干路,2016
