道路名称,年份,路龄,车行道小修金�?车行道零星金�?车行道中修金�?掘路修复金额,前一年pci,车道面积,道路属性_主干�?道路属性_次干�?道路属性_快速路,道路属性_支路,pred,,,,,,����pci,
120,2018,10,0,0.422,0,0.87,100,20268,1,0,0,0,89.67806501,100,10.32193499
121,2018,10,99.78885,17.769998,71.362,0,82.67,377708.22,1,0,0,0,84.81573731,90.99,6.174262693
122,2018,10,77.659489,19.199734,71.362,0,87.1,389206.5,1,0,0,0,86.02623894,97.76,11.73376106
123,2018,10,0,0.1561,0,0,83.29,8744.5,0,1,0,0,84.38479359,88.72,4.335206411
124,2018,10,0,0,0,0,100,14269.9,0,1,0,0,89.69798312,84.34,-5.357983117
125,2018,10,2.617785,7.242997,122.553,0,84.04,242814.25,1,0,0,0,86.19304255,90.96,4.766957455
126,2018,10,2.617785,7.242997,122.553,0,84.04,242814.25,1,0,0,0,86.19304255,90.96,4.766957455
127,2018,10,3.827232,0.674778,0,0,90.48,57460.55,1,0,0,0,87.19534694,89.74,2.544653063
128,2018,10,10.580961,1.184976,0,0,88.4,72843.282,1,0,0,0,86.57850251,87.71,1.131497486
129,2018,10,0,0,0,0,85.09,12301.98,1,0,0,0,85.45939629,84.28,-1.179396293
130,2018,10,5.741408,0.708116,46.707,5.37,93.77,83082.81,1,0,0,0,88.24986235,84.34,-3.909862354
131,2018,10,5.741408,0.708116,46.707,5.37,93.77,83082.81,1,0,0,0,88.24986235,84.34,-3.909862354
132,2018,10,26.413819,3.14579,7.044,15.31,87.83,141018.2,1,0,0,0,86.46866182,87.77,1.301338177
133,2018,10,20.626995,5.729705,56.551,0,87.92,169285.72,1,0,0,0,86.56736171,88.03,1.462638292
134,2018,10,0,1.8166,0,5.19,98.54,63039.4,1,0,0,0,89.4088869,86.27,-3.138886896
135,2018,10,25.6457,0.1203,0,0,83.82,64400,1,0,0,0,85.15510399,83.13,-2.025103992
136,2018,10,0,0.051273,0,63.48,88.43,115053.14,1,0,0,0,87.03158355,91.22,4.188416452
137,2018,10,70.923543,8.610699,0,0,85.59,271131.73,1,0,0,0,85.7808949,86,0.219105104
138,2018,10,4.3095,0.465888,0,0,86.71,29103,1,0,0,0,85.9363711,88.65,2.713628902
139,2018,10,2.883285,1.256083,0,1.096,99.12,82599,1,0,0,0,89.73012676,90.74,1.009873242
140,2018,10,0.518415,1.917568,50.567,0,81.5,82351.8,1,0,0,0,84.82117585,86.62,1.798824148
141,2018,10,0,5.3747,0,0,76.17,144684.05,1,0,0,0,83.54752888,85.2,1.652471122
142,2018,10,0,0.5338,0,0,88.51,23324,1,0,0,0,86.45286616,80.7,-5.75286616
143,2018,10,0,0.711,0,0,88.7,36406.4,1,0,0,0,86.59066087,86.38,-0.210660871
144,2018,10,24.38124,1.14362,3.086,36.9157,81.82,57151.5,1,0,0,0,84.38275351,85.5,1.117246487
145,2018,10,1.25086,1.754465,159.249,0.74925,84.5,38815.18,1,0,0,0,85.29915328,81.48,-3.819153279
146,2018,10,36.4188,0.0844,0,0,86.29,66248,1,0,0,0,85.69117881,88.01,2.318821189
147,2018,10,3.14615,1.65424,0,0,75.95,130225.25,1,0,0,0,83.69226731,79.06,-4.632267313
148,2018,11,16.4812,0.1941,118.301,0,84.8,32927.1,1,0,0,0,85.1251497,91.1,5.974850298
149,2018,11,0,0.0211,582.1,0,70.34,34010,1,0,0,0,81.35273523,83.16,1.80726477
150,2018,11,22.4604,1.3778,5.714,0.2466,92.36,61987,1,0,0,0,87.21859137,86.31,-0.908591367
151,2018,11,0,0.691,0,0,84.48,28800,1,0,0,0,85.18429201,89.67,4.48570799
152,2018,11,0,0.9031,19.944,0.8631,77.51,54746,1,0,0,0,83.43702392,82.64,-0.797023919
153,2018,11,66.6894,0.6203,11.77,13.1115,83.17,65126.4,1,0,0,0,84.23809967,87.83,3.591900333
154,2018,11,18.110982,1.83359,9.051,0,69.58,36000,1,0,0,0,80.83810112,80.34,-0.498101115
155,2018,11,122.788,0,7.036,0,89.24,67160,1,0,0,0,85.20994473,84.22,-0.989944725
156,2018,11,0,1.2502,0,0,85.24,26725.2,1,0,0,0,85.32085521,88.21,2.889144788
157,2018,11,0,0.69,0,0,68.88,90833.5,1,0,0,0,81.41177305,98.78,17.36822695
158,2018,11,83.9048,1.8252,0,10.9033,75.25,49784,1,0,0,0,81.82371669,85.62,3.796283312
159,2018,11,0,1.8135,0,0,84.65,20521.9,1,0,0,0,85.04521106,68.39,-16.65521106
160,2018,11,50.1044,0.1857,0,0,99.48,45043,1,0,0,0,88.70052017,91.66,2.959479825
161,2018,11,19.20016,1.24279,0,0,80.56,38376,1,0,0,0,83.86973653,95.94,12.07026347
162,2018,11,7.101,0.211633,24.979,0,86.08,24810.3,1,0,0,0,85.54770174,84.3,-1.24770174
163,2018,11,38.373067,1.360528,0,0,80.94,52687,1,0,0,0,83.84677323,85.31,1.463226765
164,2018,11,15.1212,0.828597,0,0,82.88,21721.4,1,0,0,0,84.46139348,84.68,0.218606523
165,2018,11,68.63055,1.58461,0,0,84.18,46127,1,0,0,0,84.26859632,83.7,-0.568596319
166,2018,11,0,2.6734,0,0,84.14,31120,1,0,0,0,84.90024622,83.76,-1.140246222
167,2018,11,0,0.3397,296.492,64.3122,31.06,14882.9,1,0,0,0,70.90457176,85.72,14.81542824
168,2018,11,0,0.7237,0,0,86.68,20252,1,0,0,0,85.72823605,82.25,-3.478236049
169,2018,11,0,4.8255,55.437,0.485,86.43,80467.9,1,0,0,0,85.70982312,83.98,-1.729823117
170,2018,11,0,0.5423,0,0,84.87,20676.6,1,0,0,0,85.24273522,83.93,-1.312735219
171,2018,11,0,0.135,2.093,16.35,85.01,11328,1,0,0,0,85.20726526,80.97,-4.237265259
172,2018,11,0.146004,1.9251,0,0,87.15,52912,1,0,0,0,85.99245827,90.46,4.467541733
173,2018,11,0.3172,3.1903,0,0,92.28,58939.4,1,0,0,0,87.3314449,88.49,1.158555098
174,2018,11,139.77356,7.3836,0,2.6663,89.92,90620,1,0,0,0,84.73901551,87.64,2.900984488
175,2018,11,27.55314,2.0889,0,0,81.09,27633.8,0,1,0,0,83.07563685,81.81,-1.265636849
176,2018,11,0,3.73681,7.824,0,87.77,47514,0,1,0,0,85.51544863,83.49,-2.025448632
177,2018,11,0,0,3.675,0,89.28,14820,1,0,0,0,86.49509325,89.63,3.13490675
178,2018,11,0,0.770994,16.06,0,98.74,36918.72,1,0,0,0,89.24469808,97.95,8.705301924
179,2018,11,0,1.950484,0,0,77.23,111047.5,1,0,0,0,83.72944148,83.96,0.230558517
180,2018,11,0,0.422,0,0,89.33,79548.97,1,0,0,0,86.97121719,85.39,-1.581217194
181,2018,11,0,0.133774,24.18,0,94.8,73814.5,1,0,0,0,88.4831401,91.06,2.576859902
182,2018,11,1.125825,1.113236,27.59,0,94.24,168837.4,1,0,0,0,88.88791859,90.94,2.052081406
183,2018,11,0,0.0654,10.117,0,83.85,31549,1,0,0,0,85.09650902,80.3,-4.796509022
184,2018,11,22.1376,3.3127,0,0,82.77,57396.5,1,0,0,0,84.38416166,88.21,3.825838337
185,2018,11,0,1.1225,0,0,92.76,60807.5,1,0,0,0,87.70812259,82.52,-5.188122592
186,2018,11,0,1.391123,0,0,89.89,34094.63,1,0,0,0,86.66856939,83.98,-2.688569393
187,2018,12,0,0.5463,0,0,88.8,17344.1,1,0,0,0,86.15912006,76.19,-9.969120058
188,2018,12,0,0.3819,0,0,83.14,12530,1,0,0,0,84.54474552,84.39,-0.154745519
189,2018,12,2.8177,0.3271,0,0,86.66,37538.5,1,0,0,0,85.70307594,89.36,3.656924062
190,2018,12,0.276,2.6164,0,0,76.44,43232,1,0,0,0,82.71050052,85.34,2.629499482
191,2018,12,0,0.0084,13.749,0,83.46,4060,1,0,0,0,84.60283793,93.18,8.577162066
192,2018,12,0,1.3441,0,0,78.68,147671.2,1,0,0,0,84.32707436,78.38,-5.947074358
193,2018,12,0,1.0582,0,0,82.87,31856.2,1,0,0,0,84.55943656,86.2,1.640563444
194,2018,12,0,3.7917,0,0,82.49,123742.9,1,0,0,0,84.92563273,85.52,0.594367268
195,2018,12,50.6545,0.5423,19.05,0,87.57,52439,1,0,0,0,85.38293075,80.9,-4.482930752
196,2018,12,123.4376,0.8018,2.02,0.14,86.6,27074.2,1,0,0,0,84.05579895,84.37,0.31420105
197,2018,12,0,1.0318,0,0,90.45,8136,1,0,0,0,86.49797672,88.36,1.862023276
198,2018,12,0,0.6246,0,0,95.6,21165,0,1,0,0,87.95836531,100,12.04163469
199,2018,12,0.0138,0.2013,43.7278,0,89.5,41661.1,1,0,0,0,86.58573732,85.26,-1.325737321
200,2018,12,35.1242,0.038,111.7274,0,79.57,64748,1,0,0,0,83.59022867,86.78,3.18977133
201,2018,12,0,2.245,0,0,82.72,83293,1,0,0,0,84.81858346,83.4,-1.418583462
202,2018,12,0,0.384,0,19.667,86.15,59296,1,0,0,0,85.72087436,82.63,-3.09087436
203,2018,12,40.8483,0.9474,0,36.94,82.26,30857,1,0,0,0,83.79528121,80.11,-3.685281212
204,2018,12,0,0.306,0,1.4632,82.54,16577,0,1,0,0,83.86180263,78.45,-5.411802626
205,2018,12,0,0.9706,15.5263,0,82.68,30698,0,1,0,0,83.95784046,89.54,5.582159541
206,2018,12,0,0.54649,52.7679,0,84.97,19717.8,0,1,0,0,84.62238286,83.17,-1.45238286
207,2018,12,0,0,0,23.2649,85.18,49568,0,1,0,0,84.9662601,85.58,0.613739896
208,2018,12,1.001,1.39471,0,0,88.62,39434.5,0,1,0,0,85.81933043,91.99,6.17066957
209,2018,12,1.035,0.7849,27.72,133.301,95.29,41524.1,0,1,0,0,87.59923477,86.86,-0.739234766
210,2018,12,16.7758,0.249,0,0,88.1,23384,0,1,0,0,85.40117202,87.36,1.958827981
211,2018,12,0,0.1055,0,0,82.97,9813,0,1,0,0,83.96216443,85.41,1.447835574
212,2018,12,0,0.3798,0,0,81.96,10898.6,0,1,0,0,83.62205884,73.82,-9.802058835
213,2018,12,0,2.6514,93.547108,0,84.63,259200,1,0,0,0,86.65293296,92.17,5.517067045
214,2018,12,20.31996,2.6837,0,0,84.4,105847,1,0,0,0,85.14279139,82.59,-2.552791386
215,2018,12,0,1.9043,0,0,83.17,63478,1,0,0,0,84.81614781,95.57,10.75385219
216,2018,12,0,0.1707,0,0,82.45,43960.1,1,0,0,0,84.6358399,85.19,0.5541601
217,2018,12,0.8568,1.287311,7.9626444,1.507,86.22,92646.2,1,0,0,0,85.94348151,91.77,5.82651849
218,2018,12,27.0674,0.8092,7.17,0,85.21,44090,1,0,0,0,84.96914358,88.31,3.340856422
219,2018,12,0,1.2702,7.4114,0,85.61,50940,1,0,0,0,85.45837626,82.38,-3.078376255
220,2018,12,49.7498,1.975,0,0,80.85,33134.2,1,0,0,0,83.32461074,84.25,0.925389259
221,2018,12,3.0498,0.0358,39.1771,0,79.11,19596,1,0,0,0,83.47356119,84.59,1.116438813
222,2018,12,0,0.5148,0,0.4384,90.46,33910,1,0,0,0,86.76068879,86.44,-0.320688788
223,2018,12,3.255,2.79153,0,0,89.32,116272,0,1,0,0,86.49577991,82.19,-4.30577991
224,2018,12,4.78744,1.06344,0,0,78.47,36132,0,1,0,0,82.62553632,84.51,1.884463682
225,2018,13,0.24531,0.047475,0,0,88.36,27311,1,0,0,0,86.00833354,92.56,6.551666456
226,2018,13,0,1.5677,22.13722,198.86,82.7,65843,1,0,0,0,84.11403815,82.35,-1.764038152
227,2018,13,7.672,3.0741,0,1.7,78.88,85221,1,0,0,0,83.44556985,85.75,2.304430152
228,2018,13,8.62997,3.6442,0,0,73.05,112338,1,0,0,0,82.04235813,81.34,-0.702358129
229,2018,13,0,1.0608,53.9644,0,78.29,50385,1,0,0,0,83.28332656,86.1,2.816673436
230,2018,13,29.75401,1.05922,0,0,83.93,70855,1,0,0,0,84.6279259,90.71,6.082074103
231,2018,13,8.360562,14.84807,0,21.3,81.16,334809,1,0,0,0,84.88816499,86.57,1.68183501
232,2018,13,0,0,0,0,82.35,25356,1,0,0,0,84.31315457,81.98,-2.33315457
233,2018,13,19.73292,0.9638,3.3586,3.66475,91.29,131270,1,0,0,0,87.21981541,87.34,0.120184587
234,2018,13,0,0.3946,0,0.6028,91.57,34475,1,0,0,0,86.93329914,91.77,4.836700858
235,2018,14,0,0.096216,335.737,0,88.3,21450,0,0,1,0,87.83271901,79.98,-7.852719005
236,2018,14,0,0.131031,10.10643,0,84.85,23597,1,0,0,0,84.8311772,85.8,0.968822799
237,2018,14,0,0.808552,10.71894,0,89.37,23521,1,0,0,0,86.02915227,80.6,-5.429152273
238,2018,14,85.3964,0.41989,0,0,77.5,55594,1,0,0,0,82.15155694,90.23,8.078443058
239,2018,14,3.46242,4.28541,106.5537,40.9795,80.98,83490,1,0,0,0,83.68884645,70.74,-12.94884645
240,2018,14,12.772142,13.1748,0,36.0952,75.13,142458,1,0,0,0,81.74127273,81.06,-0.681272728
241,2018,15,0,0.671,0,45.45,72.31,27851,1,0,0,0,81.07718313,73.81,-7.267183125
242,2018,15,48.7769,4.9933,89.38,3.2606,86.33,402177,1,0,0,0,86.77148378,86.16,-0.611483777
243,2018,15,0,2.186,74.6,0,82.31,57311,1,0,0,0,84.03737855,84.93,0.892621446
244,2018,15,43.799622,1.374876,5.5089,0,76.51,67535,1,0,0,0,82.1586176,88.92,6.761382403
245,2018,15,8.911509,4.315774,0,0,92.29,52994,1,0,0,0,86.42731296,85.69,-0.737312961
246,2018,15,8.911509,4.315774,0,0,92.29,52994,1,0,0,0,86.42731296,85.69,-0.737312961
247,2018,15,1.08307,3.901014,0,0,81.84,49510,1,0,0,0,83.65699638,84.4,0.743003615
248,2018,15,1.08307,3.901014,0,0,81.84,49510,1,0,0,0,83.65699638,84.4,0.743003615
249,2018,15,37.324446,5.6063,0,10.6812,71.99,70669,1,0,0,0,80.66725966,86.59,5.922740344
250,2018,15,28.171218,1.2616,12.5049,0,92.95,69303.3,1,0,0,0,86.7689909,82.6,-4.168990903
251,2018,15,0.3925,0.4821,67.1981,0,87.98,18273.5,1,0,0,0,85.47211443,85.08,-0.392114427
252,2018,15,0,0.12871,0,0,84.59,28968,0,1,0,0,84.16727668,83.88,-0.287276678
253,2018,15,0,0.0795,0,0,92.45,21578,0,1,0,0,86.56769509,89.11,2.542304914
254,2018,15,0,2.5932,177.6431,4.1457,75.86,37084,0,1,0,0,81.22254105,79.29,-1.932541046
255,2018,16,12.1518,0.3397,0,28.9618,91.84,143561,0,0,1,0,89.12923474,88.41,-0.719234736
256,2018,16,16.905,0.6035,55.174,1.6988,82.45,65744.4,1,0,0,0,83.95277759,91.38,7.427222413
257,2018,16,78.6927,1.3778,0,3.99,79.97,56983.2,1,0,0,0,82.49590689,91.17,8.674093113
258,2018,16,0,4.4376,0,0,81.8,28272.3,1,0,0,0,83.27818657,86.33,3.051813433
259,2018,16,0,0,0,15.3563,89.69,40187.7,1,0,0,0,86.00539534,83.05,-2.955395336
260,2018,16,0,0.102124,4.288,0,86.97,22820.6,1,0,0,0,85.12672952,95.13,10.00327048
