道路名称,年份,路龄,车行道小修金�?车行道零星金�?车行道中修金�?掘路修复金额,前一年pci,车道面积,道路属性_主干�?道路属性_次干�?道路属性_快速路,道路属性_支路,pred,,,,,,����pci,
186,2020,14,23.953636,2.4835,0,0,82.97,30857,1,0,0,0,83.82531014,80.84,-2.98531014
187,2020,14,0,0,0,0,73.1,16577,0,1,0,0,80.65099876,67.96,-12.69099876
188,2020,14,16.426,2.5848,0,0,83.87,30698,0,1,0,0,83.57375879,85.17,1.596241214
189,2020,14,34.83,2.11422,0,0,78.66,19717.8,0,1,0,0,81.71179114,82.3,0.588208861
190,2020,14,14.8436,2.8886,0,0,82.96,39434.5,0,1,0,0,83.36223771,80.31,-3.052237709
191,2020,14,12.686414,2.7493,0,0,83.8,41524.1,0,1,0,0,83.68529125,82.56,-1.125291247
192,2020,14,12.7733,0.5539,0,0,89.95,23384.2,0,1,0,0,85.6845212,85.88,0.195478804
193,2020,14,65.3424,1.332465,0,0,90.68,129150.79,0,0,1,0,88.12822156,86.92,-1.208221563
194,2020,14,16.7788,0.210578,6.116,0,91.25,57686.2,0,0,1,0,88.64451262,92.55,3.905487382
195,2020,14,16.6808,7.3818,207.75,0,87.76,259200,1,0,0,0,86.48942582,86.23,-0.259425819
196,2020,14,65.8744,3.775,0,0,89.2,105847,1,0,0,0,85.4310467,87.66,2.228953303
197,2020,14,65.8744,3.775,0,0,89.2,105847,1,0,0,0,85.4310467,87.66,2.228953303
198,2020,14,69.4502,2.0182,19.631,5.3865,84.67,63748,1,0,0,0,84.04782275,84.56,0.51217725
199,2020,14,44.5198,0.0211,0,4.8898,77.82,43960.1,1,0,0,0,82.55371817,83.37,0.81628183
200,2020,14,2.7755,0,14.4,0,87.8,92646.17,1,0,0,0,86.18716862,90.28,4.092831382
201,2020,14,34.7977,1.0001,0,1.0486,87.87,44090,1,0,0,0,85.2696891,89.92,4.650310895
202,2020,14,0,4.7327,0,0,81.6,50940,1,0,0,0,83.68140018,75.44,-8.241400175
203,2020,14,59.0664,0.959,0,0,89.9,33134.2,1,0,0,0,85.41458179,86.16,0.745418211
204,2020,14,5.958,0,0,0,90.03,19596,1,0,0,0,86.18270782,86.12,-0.062707818
205,2020,14,0.276,2.5362,0,0,83.82,33910,1,0,0,0,84.37334926,80.01,-4.363349259
206,2020,14,7.7056,3.308691,0,5.6,78.63,116272,0,1,0,0,82.79258373,81.67,-1.122583733
207,2020,14,11.8508,1.40948,0,0,81.66,36132,0,1,0,0,83.15232381,81.24,-1.912323813
208,2020,15,0.2356,0.2743,0,0,93.46,27311,1,0,0,0,87.11801063,92.42,5.301989368
209,2020,15,34.5997,0.4864,4.03,0,83.37,65843,1,0,0,0,84.14683113,84.81,0.663168867
210,2020,15,0.122,3.85497,0,0,78.06,85221,1,0,0,0,82.93785209,83.39,0.452147911
211,2020,15,29.902732,2.95611,0,0,85.42,112338,1,0,0,0,84.88181339,85.08,0.198186613
212,2020,15,1.992,1.56984,0,0,80.51,50385,1,0,0,0,83.52184382,82.78,-0.741843821
213,2020,15,34.83,5.38683,27.423,0,85,70855,1,0,0,0,84.14575885,80.24,-3.905758849
214,2020,15,13.0548,1.80405,0,1.6,86.72,334809,1,0,0,0,87.21160286,85.57,-1.641602862
215,2020,15,0,0,0,0,77.92,25356,1,0,0,0,82.77226258,77.78,-4.992262583
216,2020,15,24.9208,5.3607,83.96,4.97525,88.78,131270,1,0,0,0,85.73947388,84.25,-1.489473884
217,2020,15,0,0.34182,0,0,88.93,34475,1,0,0,0,85.89459432,86.9,1.005405684
218,2020,16,0.286,1.712054,17.863,0,90.16,56974,0,0,1,0,88.16142256,91.87,3.70857744
219,2020,16,10.1111,0.937473,0,2.4637,96.72,110314,1,0,0,0,88.27592557,94.28,6.004074428
220,2020,16,10.1111,0.937473,0,2.4637,96.72,110314,0,0,1,0,90.25529214,94.28,4.024707856
221,2020,16,0.8648,2.260443,39.647,0,91.01,138279,0,0,1,0,88.9228661,93.42,4.497133905
222,2020,16,0.8648,2.260443,39.647,0,91.01,138279,0,0,1,0,88.9228661,93.42,4.497133905
223,2020,16,7.85511,2.840693,0,0,80.62,66571,0,0,1,0,85.38388362,89.51,4.126116383
224,2020,16,16.2085,7.317902,7.698,0,96.05,32584,1,0,0,0,86.74472892,97.68,10.93527108
225,2020,16,0,0.28696,0,0,86.32,21450,0,0,1,0,86.9746903,88.55,1.575309701
226,2020,16,6.649,1.7998,0,0,76.4,143561,0,0,1,0,84.97669932,95.72,10.74330068
227,2020,16,8.0066,1.16683,5.025,0,90.52,69612,0,0,1,0,88.29032304,89.39,1.099676963
228,2020,16,455.5964,3.488463,149.389,0,87.2,2348678,1,0,0,0,87.44134033,88.17,0.728659673
229,2020,16,0,3.0907,0,0,80.94,65744.4,1,0,0,0,83.49530541,84.83,1.334694586
230,2020,16,2.5047,4.2896,0,8.30025,91.24,56983.2,1,0,0,0,86.09820388,88.35,2.251796122
231,2020,16,0.255,1.255239,0,0,84.12,22820.6,1,0,0,0,84.20106233,85.18,0.978937669
232,2020,16,0,1.0867,0,0,93.55,23245,1,0,0,0,86.87916497,85.3,-1.579164972
233,2020,16,0,2.388309,0,0,82.3,9037,1,0,0,0,83.46015639,82.34,-1.120156393
234,2020,16,0,2.38309,0,0,92.23,9037,1,0,0,0,86.25142107,88.7,2.448578931
235,2020,16,29.0854,0,0,0,85.19,42478.2,1,0,0,0,84.42534135,83.61,-0.815341349
236,2020,16,29.0854,0,0,0,85.19,42478.2,1,0,0,0,84.42534135,83.61,-0.815341349
237,2020,16,0.122,23.29018,0,58.3699,84.75,440226.3,1,0,0,0,85.4774236,84.57,-0.907423601
238,2020,16,27.826392,2.36531,0,0,77.66,32967.2,1,0,0,0,82.09495975,76.81,-5.284959754
239,2020,16,1.673664,1.05922,0,0,85.77,112400,1,0,0,0,85.39726353,89.39,3.992736468
240,2020,16,0,0.93473,0,0,93.03,34028,1,0,0,0,86.83449228,91.79,4.955507722
241,2020,16,0,3.8706,0,0,96.6,57420.3,1,0,0,0,87.69915621,91.44,3.740843792
242,2020,16,8.944,1.41792,0,0,83.14,15289.5,1,0,0,0,83.73936322,80.1,-3.63936322
243,2020,16,3.44,1.39049,0,0,81.81,14239.5,1,0,0,0,83.42974184,84.6,1.170258158
244,2020,16,125.0873,6.8259,48.451,33.9128,84.57,402177.1,1,0,0,0,85.15733066,79.81,-5.347330661
245,2020,16,0,1.9591,5.607,0,80.29,41702,1,0,0,0,83.22505004,83.06,-0.165050044
246,2020,16,0.7176,2.3843,2.083,2.2078,86.79,20532,1,0,0,0,84.79958339,85.42,0.620416614
247,2020,16,17.677,1.0234,0,0,82.29,25839.7,1,0,0,0,83.53022057,84.5,0.969779427
248,2020,16,0,3.0025,0,0,89.4,16935,1,0,0,0,85.45224856,86.74,1.287751437
249,2020,16,20.89826,0.99381,0,0,87.15,36480,1,0,0,0,84.91484521,86.18,1.265154793
250,2020,16,9.46,2.64805,32.616,0,79.86,94500,1,0,0,0,83.37560767,85.5,2.124392328
251,2020,16,4.5983,0,0,0,84.66,3660,1,0,0,0,84.26701899,87.55,3.282981008
252,2020,16,2.5225,0.20889,0,0,100,12328.5,1,0,0,0,88.67620844,90.83,2.153791564
253,2020,16,0,0,0,12.1656,98.56,12657.4,1,0,0,0,88.30312825,98.1,9.796871753
254,2020,16,89.3173,13.6954,5.008,0,90.15,202331.3,1,0,0,0,85.00304616,88.57,3.566953838
255,2020,16,15.7263,0.937,0,0,76.76,27987.3,1,0,0,0,82.06764512,82.18,0.112354877
256,2020,16,9.413,5.878249,21.523,1.4454,86.08,52804.29,1,0,0,0,84.40323389,87.04,2.636766112
257,2020,16,39.7108,5.775914,12.442,0,88.87,48751.22,1,0,0,0,84.76639234,88.93,4.163607659
258,2020,16,0,1.17105,0,4.2713,90.25,16775,1,0,0,0,85.87536535,90.76,4.884634646
259,2020,16,0,0.4262,0,2.466,93.58,75870,1,0,0,0,87.36442448,93.86,6.495575523
